time_us, pwm, position, angle
969823926, 0, -0.111985, 2.40646
969833926, 0, -0.111985, 2.43159
969843926, 0, -0.111985, 2.45673
969853926, 0, -0.111985, 2.47872
969863926, 0, -0.111985, 2.50071
969873926, 0, -0.111985, 2.52113
969883926, 0, -0.111985, 2.53998
969893926, 0, -0.111985, 2.55726
969903926, 0, -0.111985, 2.57296
969913926, 0, -0.111985, 2.58867
969923926, 0, -0.111985, 2.60124
969933926, 0, -0.111985, 2.61381
969943926, 0, -0.111985, 2.6248
969953926, 0, -0.111985, 2.6358
969963926, 0, -0.111985, 2.64522
969973926, 0, -0.111985, 2.65465
969983926, 0, -0.111985, 2.66093
969993926, 0, -0.111985, 2.66721
970003926, 0, -0.111985, 2.6735
970013926, 0, -0.111985, 2.67821
970023926, 0, -0.111985, 2.68135
970033926, 0, -0.111985, 2.68292
970043926, 0, -0.111985, 2.68449
970053926, 0, -0.111985, 2.68449
970063926, 0, -0.111985, 2.68449
970073926, 0, -0.111985, 2.68292
970083926, 0, -0.111985, 2.68135
970093926, 0, -0.111985, 2.67821
970103926, 0, -0.111985, 2.6735
970113926, 0, -0.111985, 2.66721
970123926, 0, -0.111985, 2.66093
970133926, 0, -0.111985, 2.65307
970143926, 0, -0.111985, 2.64522
970153926, 0, -0.111985, 2.6358
970163926, 0, -0.111985, 2.6248
970173926, 0, -0.111985, 2.61381
970183926, 0, -0.111985, 2.60124
970193926, 0, -0.111985, 2.5871
970203926, 0, -0.111985, 2.57139
970213926, 0, -0.111985, 2.55569
970223926, 0, -0.111985, 2.53841
970233926, 0, -0.111985, 2.51956
970243926, 0, -0.111985, 2.49914
970253926, 0, -0.111985, 2.47872
970263926, 0, -0.111985, 2.45673
970273926, 0, -0.111985, 2.43159
970283926, 0, -0.111985, 2.40646
970293926, 0, -0.111985, 2.37976
970303926, 0, -0.111985, 2.35148
970313926, 0, -0.111985, 2.32478
970323926, 0, -0.111985, 2.29336
970333926, 0, -0.111985, 2.26038
970343926, 0, -0.111985, 2.22582
970353926, 0, -0.111985, 2.18969
970363926, 0, -0.111985, 2.15199
970373926, 0, -0.111985, 2.11272
970383926, 0, -0.111985, 2.07031
970393926, 0, -0.111985, 2.02633
970403926, 0, -0.111985, 1.98077
970413926, 0, -0.111985, 1.93365
970423926, 0, -0.111985, 1.88338
970433926, 0, -0.111985, 1.83312
970443926, 0, -0.111985, 1.77814
970453926, 0, -0.111985, 1.72316
970463926, 0, -0.111985, 1.66504
970473926, 0, -0.111985, 1.60535
970483926, 0, -0.111985, 1.54252
970493926, 0, -0.111985, 1.47812
970503926, 0, -0.111985, 1.41215
970513926, 0, -0.111985, 1.34303
970523926, 0, -0.111985, 1.27392
970533926, 0, -0.111985, 1.20009
970543926, 0, -0.111985, 1.12626
970553926, 0, -0.111985, 1.04929
970563926, 0, -0.111985, 0.970752
970573926, 0, -0.111985, 0.898495
970583926, 0, -0.111985, 0.818385
970593926, 0, -0.111985, 0.735133
970603926, 0, -0.111985, 0.65031
970613926, 0, -0.111985, 0.565487
970623926, 0, -0.111985, 0.479093
970633926, 0, -0.111985, 0.389557
970643926, 0, -0.111985, 0.301593
970653926, 0, -0.111985, 0.213628
970663926, 0, -0.111985, 0.124093
970673926, 0, -0.111985, 0.0345575
970683926, 0, -0.111985, -0.0549779
970693926, 0, -0.111985, -0.144513
970703926, 0, -0.111985, -0.234049
970713926, 0, -0.111985, -0.322013
970723926, 0, -0.111985, -0.408407
970733926, 0, -0.111985, -0.496372
970743926, 0, -0.111985, -0.581195
970753926, 0, -0.111985, -0.666018
970763926, 0, -0.111985, -0.74927
970773926, 0, -0.111985, -0.82938
970783926, 0, -0.111985, -0.909491
970793926, 0, -0.111985, -0.988031
970803926, 0, -0.111985, -1.06343
970813926, 0, -0.111985, -1.13726
970823926, 0, -0.111985, -1.20794
970833926, 0, -0.111985, -1.27863
970843926, 0, -0.111985, -1.33989
970853926, 0, -0.111995, -1.40429
970863926, 0, -0.111995, -1.46869
970873926, 0, -0.111995, -1.52996
970883926, 0, -0.111995, -1.58808
970893926, 0, -0.111995, -1.64462
970903926, 0, -0.111995, -1.6996
970913926, 0, -0.111995, -1.75144
970923926, 0, -0.111985, -1.8017
970933926, 0, -0.111985, -1.8504
970943926, 0, -0.111985, -1.89595
970953926, 0, -0.111985, -1.93993
970963926, 0, -0.111985, -1.98077
970973926, 0, -0.111985, -2.02161
970983926, 0, -0.111985, -2.05931
970993926, 0, -0.111985, -2.09387
971003926, 0, -0.111985, -2.12843
971013926, 0, -0.111985, -2.16142
971023926, 0, -0.111985, -2.19126
971033926, 0, -0.111985, -2.21954
971043926, 0, -0.111985, -2.24624
971053926, 0, -0.111985, -2.27137
971063926, 0, -0.111985, -2.29493
971073926, 0, -0.111985, -2.31535
971083926, 0, -0.111985, -2.33577
971093926, 0, -0.111985, -2.35305
971103926, 0, -0.111985, -2.37033
971113926, 0, -0.111985, -2.38604
971123927, 0, -0.111985, -2.39861
971133927, 0, -0.111985, -2.4096
971143927, 0, -0.111985, -2.4206
971153927, 0, -0.111985, -2.43002
971163927, 0, -0.111985, -2.43788
971173927, 0, -0.111985, -2.44416
971183927, 0, -0.111985, -2.44887
971193927, 0, -0.111985, -2.45358
971203927, 0, -0.111985, -2.45515
971213927, 0, -0.111985, -2.45673
971223927, 0, -0.111985, -2.45515
971233927, 0, -0.111985, -2.45358
971243927, 0, -0.111985, -2.45044
971253927, 0, -0.111985, -2.44573
971263927, 0, -0.111985, -2.43945
971273927, 0, -0.111985, -2.43159
971283927, 0, -0.111985, -2.42217
971293927, 0, -0.111985, -2.41274
971303927, 0, -0.111985, -2.40018
971313927, 0, -0.111985, -2.38761
971323927, 0, -0.111985, -2.3719
971333927, 0, -0.111985, -2.35619
971343927, 0, -0.111985, -2.33734
971353927, 0, -0.111985, -2.3185
971363927, 0, -0.111985, -2.2965
971373927, 0, -0.111985, -2.27294
971383927, 0, -0.111985, -2.24938
971393927, 0, -0.111985, -2.22268
971403927, 0, -0.111985, -2.19597
971413927, 0, -0.111985, -2.16613
971423927, 0, -0.111985, -2.13471
971433927, 0, -0.111985, -2.10173
971443927, 0, -0.111985, -2.0656
971453927, 0, -0.111985, -2.02947
971463927, 0, -0.111985, -1.9902
971473927, 0, -0.111985, -1.94936
971483927, 0, -0.111985, -1.91009
971493927, 0, -0.111985, -1.86611
971503927, 0, -0.111985, -1.81898
971513927, 0, -0.111985, -1.76872
971523927, 0, -0.111985, -1.71845
971533927, 0, -0.111985, -1.66504
971543927, 0, -0.111985, -1.61007
971553927, 0, -0.111985, -1.55195
971563927, 0, -0.111985, -1.49383
971573927, 0, -0.111985, -1.431
971583927, 0, -0.111985, -1.36816
971593927, 0, -0.111985, -1.30219
971603927, 0, -0.111985, -1.23308
971613927, 0, -0.111985, -1.16396
971623927, 0, -0.111985, -1.0917
971633927, 0, -0.111985, -1.01788
971643927, 0, -0.111985, -0.942478
971653927, 0, -0.111985, -0.865509
971663927, 0, -0.111985, -0.786969
971673927, 0, -0.111985, -0.705288
971683927, 0, -0.111985, -0.625177
971693927, 0, -0.111985, -0.540354
971703927, 0, -0.111985, -0.457102
971713927, 0, -0.111985, -0.372279
971723927, 0, -0.111985, -0.285885
971733927, 0, -0.111985, -0.208916
971743927, 0, -0.111985, -0.122522
971753927, 0, -0.111975, -0.0376991
971763927, 0, -0.111975, 0.0502655
971773927, 0, -0.111965, 0.135088
971783927, 0, -0.111965, 0.221482
971793927, 0, -0.111965, 0.306305
971803927, 0, -0.111965, 0.391128
971813927, 0, -0.111965, 0.47438
971823927, 0, -0.111965, 0.557633
971833927, 0, -0.111955, 0.639314
971843927, 0, -0.111955, 0.717854
971853927, 0, -0.111935, 0.796394
971863927, 0, -0.111905, 0.873363
971873927, 0, -0.111846, 0.948761
971883927, 0, -0.111766, 1.02102
971893927, 0, -0.111676, 1.09327
971903927, 0, -0.111586, 1.16239
971913927, 0, -0.111486, 1.22993
971923927, 0, -0.111387, 1.29591
971933927, 0, -0.111287, 1.35874
971943927, 0, -0.111177, 1.41843
971953927, 0, -0.111087, 1.47812
971963927, 0, -0.110968, 1.53467
971973927, 0, -0.110878, 1.58808
971983927, 0, -0.110788, 1.63991
971993927, 0, -0.110678, 1.69018
972003927, 0, -0.110589, 1.73259
972013927, 0, -0.110479, 1.77971
972023927, 0, -0.110369, 1.82212
972033927, 0, -0.110249, 1.86454
972043927, 0, -0.11013, 1.90223
972053927, 0, -0.11002, 1.93993
972063927, 0, -0.1099, 1.97449
972073927, 0, -0.10978, 2.00748
972083927, 0, -0.109651, 2.03889
972093927, 0, -0.109521, 2.06717
972103927, 0, -0.109391, 2.09387
972113927, 0, -0.109272, 2.119
972123927, 0, -0.109152, 2.14257
972133927, 0, -0.109042, 2.16456
972143927, 0, -0.108913, 2.18341
972153927, 0, -0.108793, 2.20069
972163927, 0, -0.108663, 2.21639
972173927, 0, -0.108543, 2.23053
972183927, 0, -0.108414, 2.2431
972193927, 0, -0.108274, 2.25409
972203927, 0, -0.108134, 2.26352
972213927, 0, -0.108005, 2.2698
972223927, 0, -0.107855, 2.27608
972233927, 0, -0.107725, 2.27923
972243927, 0, -0.107596, 2.28237
972253927, 0, -0.107476, 2.28237
972263927, 0, -0.107356, 2.2808
972273927, 0, -0.107236, 2.27765
972283927, 0, -0.107117, 2.27451
972293927, 0, -0.106997, 2.26823
972303927, 0, -0.106867, 2.26038
972313927, 0, -0.106748, 2.25095
972323927, 0, -0.106618, 2.23996
972333927, 0, -0.106528, 2.22582
972343927, 0, -0.106528, 2.21168
972353927, 0, -0.106528, 2.1944
972363927, 0, -0.106528, 2.17712
972373927, 0, -0.106518, 2.1567
972383927, 0, -0.106518, 2.13471
972393927, 0, -0.106518, 2.11115
972403927, 0, -0.106518, 2.08445
972413927, 0, -0.106518, 2.05774
972423927, 0, -0.106518, 2.0279
972433927, 0, -0.106518, 1.99648
972443927, 0, -0.106798, 1.9635
972453927, 0, -0.107596, 1.92737
972463927, 0, -0.108623, 1.8881
972473927, 0, -0.110249, 1.84883
972483927, 0, -0.112245, 1.80327
972493927, 0, -0.114579, 1.75772
972503927, 0, -0.116954, 1.71531
972513927, 0, -0.119936, 1.66347
972523927, 0, -0.123478, 1.61321
972533927, 0, -0.127389, 1.55666
972543927, 0, -0.131768, 1.50011
972553927, 0, -0.136338, 1.44199
972563927, 0, -0.140777, 1.38544
972573927, 0, -0.145795, 1.32261
972583927, 0, -0.150983, 1.25664
972593927, 0, -0.15634, 1.18909
972603927, 0, -0.161239, 1.12626
972613927, 0, -0.166806, 1.05558
972623927, 0, -0.172452, 0.981748
972633927, 0, -0.178109, 0.90792
972643927, 0, -0.183756, 0.830951
972653927, 0, -0.188973, 0.761836
972663927, 0, -0.19476, 0.681726
980184438, 0, -0.216827, 0.0109956
980194438, 0, -0.216827, 0.0188496
980204438, 0, -0.216827, 0.0267035
980214438, 0, -0.216698, 0.0345575
980224438, 0, -0.216448, 0.0424115
980234438, 0, -0.216199, 0.0471239
980244438, 0, -0.215979, 0.0549779
980254438, 0, -0.21574, 0.0628319
980264438, 0, -0.215491, 0.0675442
980274438, 0, -0.215251, 0.0753982
980284438, 0, -0.215012, 0.0801106
980294438, 0, -0.214752, 0.0879646
980304438, 0, -0.214503, 0.092677
980314438, 0, -0.214234, 0.0989602
980324438, 0, -0.213984, 0.105243
980334438, 0, -0.213725, 0.109956
980344438, 0, -0.213465, 0.114668
980354438, 0, -0.213216, 0.119381
980364438, 0, -0.212967, 0.124093
980374438, 0, -0.212717, 0.128805
980384438, 0, -0.212478, 0.131947
980394438, 0, -0.212228, 0.136659
980404438, 0, -0.211999, 0.139801
980414438, 0, -0.211769, 0.142942
980424438, 0, -0.21154, 0.146084
980434438, 0, -0.21132, 0.149226
980444438, 0, -0.211101, 0.150796
980454438, 0, -0.210901, 0.152367
980464438, 0, -0.210692, 0.155509
980474438, 0, -0.210472, 0.155509
980484438, 0, -0.210233, 0.15708
980494438, 0, -0.209974, 0.15708
980504438, 0, -0.209664, 0.15708
980514438, 0, -0.209245, 0.15708
980524438, 0, -0.208607, 0.155509
980534438, 0, -0.207699, 0.153938
980544438, 0, -0.206302, 0.149226
980554438, 0, -0.204247, 0.146084
980564438, 0, -0.201613, 0.136659
980574438, 0, -0.198281, 0.128805
980584438, 0, -0.19457, 0.119381
980594438, 0, -0.1904, 0.106814
980604438, 0, -0.186379, 0.0973894
980614438, 0, -0.181661, 0.0832522
980624438, 0, -0.176732, 0.0706858
980634438, 0, -0.171634, 0.0565487
980644438, 0, -0.166367, 0.0424115
980654438, 0, -0.161538, 0.0298451
980664438, 0, -0.156131, 0.0141372
980674438, 0, -0.150564, -0.0015708
980684438, 0, -0.144987, -0.015708
980694438, 0, -0.139301, -0.0329867
980704438, 0, -0.134113, -0.0471239
980714438, 0, -0.128367, -0.0612611
980724438, 0, -0.12266, -0.076969
980734438, 0, -0.116804, -0.0911062
980744438, 0, -0.111576, -0.106814
980754438, 0, -0.10571, -0.120951
980764438, 0, -0.0999138, -0.136659
980774438, 0, -0.0940277, -0.150796
980784438, 0, -0.0881017, -0.163363
980794438, 0, -0.0827843, -0.1775
980804438, 0, -0.0768882, -0.188496
980814438, 0, -0.0709423, -0.202633
980824438, 0, -0.0650362, -0.215199
980834438, 0, -0.0597687, -0.226195
980844438, 0, -0.0537928, -0.238761
980854438, 0, -0.0478868, -0.248186
980864438, 0, -0.0419309, -0.259181
980874438, 0, -0.0365636, -0.268606
980884438, 0, -0.0306376, -0.278031
980894438, 0, -0.0247714, -0.287456
980904438, 0, -0.0188155, -0.29531
980914438, 0, -0.0128995, -0.303164
980924438, 0, -0.00748231, -0.307876
980934438, 0, -0.00153637, -0.314159
980944438, 0, 0.00431979, -0.318872
980954438, 0, 0.0102857, -0.325155
980964438, 0, 0.015643, -0.328296
980974438, 0, 0.0216089, -0.331438
980984438, 0, 0.0275249, -0.33458
980994438, 0, 0.0335008, -0.33615
981004438, 0, 0.039357, -0.337721
981014438, 0, 0.044824, -0.337721
981024438, 0, 0.05074, -0.337721
981034438, 0, 0.0567259, -0.33615
981044438, 0, 0.0625621, -0.33458
981054438, 0, 0.0679294, -0.333009
981064438, 0, 0.0739153, -0.328296
981074438, 0, 0.0798512, -0.325155
981084438, 0, 0.0857872, -0.320442
981094438, 0, 0.0910946, -0.31573
981104438, 0, 0.0970605, -0.311018
981114438, 0, 0.103036, -0.303164
981124438, 0, 0.108723, -0.29531
981134438, 0, 0.113691, -0.287456
981144438, 0, 0.119078, -0.27646
981154438, 0, 0.124047, -0.267035
981164438, 0, 0.128566, -0.252898
981174438, 0, 0.132607, -0.240332
981184438, 0, 0.136298, -0.224624
981194438, 0, 0.139241, -0.210487
981204438, 0, 0.142214, -0.191637
981214438, 0, 0.144768, -0.172788
981224438, 0, 0.147012, -0.152367
981234438, 0, 0.148948, -0.131947
981244438, 0, 0.150534, -0.108385
981254438, 0, 0.151612, -0.084823
981264438, 0, 0.15226, -0.0612611
981274438, 0, 0.15227, -0.0345575
981284438, 0, 0.15221, -0.00785398
981294438, 0, 0.151372, 0.0204204
981304438, 0, 0.150235, 0.0486947
981314438, 0, 0.148529, 0.076969
981324438, 0, 0.146763, 0.105243
981334438, 0, 0.144089, 0.135088
981344438, 0, 0.141076, 0.169646
981354438, 0, 0.137525, 0.199491
981364438, 0, 0.133734, 0.235619
981374438, 0, 0.129384, 0.268606
981384438, 0, 0.125364, 0.298451
981394438, 0, 0.120475, 0.33458
981404438, 0, 0.115477, 0.364425
981414438, 0, 0.110359, 0.397411
981424438, 0, 0.105002, 0.431969
981434438, 0, 0.100083, 0.457102
981444438, 0, 0.0945964, 0.490088
981454438, 0, 0.0889697, 0.518363
981464438, 0, 0.0832632, 0.546637
981474438, 0, 0.0781552, 0.573341
981484438, 0, 0.0722991, 0.598473
981494438, 0, 0.0664429, 0.625177
981504438, 0, 0.0606566, 0.648739
981514438, 0, 0.0547605, 0.67073
981524438, 0, 0.0494032, 0.69115
981534438, 0, 0.0434872, 0.71
981544438, 0, 0.0375213, 0.728849
981554438, 0, 0.0315554, 0.746128
981564438, 0, 0.0261681, 0.760265
981574438, 0, 0.0201524, 0.774403
981584438, 0, 0.0142463, 0.785398
981594438, 0, 0.00824052, 0.797965
981604438, 0, 0.00280337, 0.805819
981614438, 0, -0.00322238, 0.813672
981624438, 0, -0.00922818, 0.819956
981634438, 0, -0.0152639, 0.823097
981644438, 0, -0.0211899, 0.826239
981654438, 0, -0.0267168, 0.82781
981664438, 0, -0.0326927, 0.82781
981674438, 0, -0.0375013, 0.826239
981684438, 0, -0.0446046, 0.821526
981694438, 0, -0.0506004, 0.815243
981704438, 0, -0.0560575, 0.80896
981714438, 0, -0.0620234, 0.801106
981724438, 0, -0.068119, 0.790111
981734438, 0, -0.0740948, 0.779115
981744438, 0, -0.079522, 0.766549
981754438, 0, -0.0855478, 0.750841
981764438, 0, -0.0916134, 0.735133
981774438, 0, -0.0976392, 0.716283
981784438, 0, -0.103096, 0.699004
981794438, 0, -0.109142, 0.678584
981804438, 0, -0.115148, 0.656593
981814438, 0, -0.121203, 0.633031
981824438, 0, -0.127189, 0.607898
981834438, 0, -0.132616, 0.584336
981844438, 0, -0.138692, 0.557633
981854438, 0, -0.144708, 0.529358
981864438, 0, -0.150734, 0.499513
981874438, 0, -0.156161, 0.47281
981884438, 0, -0.162037, 0.441394
981894438, 0, -0.167933, 0.408407
981904438, 0, -0.173799, 0.372279
981914438, 0, -0.178598, 0.342434
981924438, 0, -0.183646, 0.304734
981934438, 0, -0.188275, 0.267035
981944438, 0, -0.192665, 0.227765
981954438, 0, -0.196645, 0.186925
981964438, 0, -0.200326, 0.144513
981974438, 0, -0.203369, 0.106814
981984438, 0, -0.206302, 0.0644026
981994438, 0, -0.208956, 0.0188496
982004438, 0, -0.211161, -0.0251327
982014438, 0, -0.212797, -0.0738274
982024438, 0, -0.214014, -0.11781
982034438, 0, -0.214862, -0.166504
982044438, 0, -0.215441, -0.215199
982054438, 0, -0.21584, -0.260752
982064438, 0, -0.216049, -0.309447
982074438, 0, -0.216099, -0.355
982084438, 0, -0.216099, -0.402124
982094438, 0, -0.215949, -0.447677
982104438, 0, -0.21558, -0.486947
982114438, 0, -0.215151, -0.5325
982124438, 0, -0.214583, -0.573341
982134438, 0, -0.213904, -0.617323
982144438, 0, -0.213116, -0.658164
982154438, 0, -0.212248, -0.697434
982164438, 0, -0.211211, -0.738274
982174438, 0, -0.210073, -0.774403
982184438, 0, -0.208796, -0.812102
982194438, 0, -0.20735, -0.845088
982204438, 0, -0.205654, -0.879646
982214438, 0, -0.203619, -0.911062
982224438, 0, -0.201254, -0.940907
982234438, 0, -0.19885, -0.969181
982244438, 0, -0.195987, -0.997456
982254438, 0, -0.192884, -1.02416
982264438, 0, -0.189482, -1.04929
982274438, 0, -0.185901, -1.07285
982284438, 0, -0.182119, -1.09327
982294438, 0, -0.178348, -1.11369
982304438, 0, -0.174278, -1.13097
982314438, 0, -0.169938, -1.14668
982324438, 0, -0.165399, -1.16082
982334438, 0, -0.16081, -1.17338
982344438, 0, -0.1565, -1.18438
982354438, 0, -0.151691, -1.19066
982364438, 0, -0.146753, -1.19852
982374438, 0, -0.141715, -1.20323
982384438, 0, -0.136717, -1.20637
982394438, 0, -0.131619, -1.20637
982404438, 0, -0.1271, -1.2048
982414438, 0, -0.122012, -1.20166
982424438, 0, -0.117063, -1.19538
982434438, 0, -0.112065, -1.18752
982444438, 0, -0.107177, -1.1781
982454438, 0, -0.102687, -1.1671
982464438, 0, -0.0978587, -1.15296
982474438, 0, -0.0929902, -1.13726
982484438, 0, -0.0881616, -1.11998
982494438, 0, -0.0833529, -1.09799
982504438, 0, -0.0791229, -1.07914
982514438, 0, -0.0743343, -1.054
982524438, 0, -0.0696254, -1.02887
982534438, 0, -0.0649963, -1.0006
982544438, 0, -0.0602975, -0.970752
982554438, 0, -0.0560974, -0.944049
982564438, 0, -0.0514683, -0.909491
982574438, 0, -0.0468792, -0.873363
982584438, 0, -0.0422302, -0.837234
982594438, 0, -0.0376809, -0.797965
982604438, 0, -0.0330918, -0.758695
982614438, 0, -0.0290014, -0.720996
982624438, 0, -0.0243923, -0.678584
982634438, 0, -0.019873, -0.634602
982644438, 0, -0.0152938, -0.589049
982654438, 0, -0.0107446, -0.541925
982664438, 0, -0.00660439, -0.497942
982674438, 0, -0.00209505, -0.449248
982684438, 0, 0.00244422, -0.398982
982694438, 0, 0.00695356, -0.348717
982704438, 0, 0.0115228, -0.296881
982714438, 0, 0.0155532, -0.251327
982724438, 0, 0.0201224, -0.199491
982734438, 0, 0.0246417, -0.146084
982744438, 0, 0.029181, -0.092677
982754438, 0, 0.0336804, -0.0392699
982764438, 0, 0.0377807, 0.00942478
982774438, 0, 0.0423299, 0.0628319
982784438, 0, 0.0468093, 0.116239
982794438, 0, 0.0513586, 0.168075
982804438, 0, 0.0558979, 0.219911
982814438, 0, 0.0603174, 0.271748
982824438, 0, 0.0645075, 0.317301
982834438, 0, 0.0690567, 0.369137
982844438, 0, 0.073606, 0.419403
982854438, 0, 0.0781453, 0.466527
982864438, 0, 0.0826346, 0.515221
982874438, 0, 0.0867649, 0.556062
982884438, 0, 0.0912942, 0.600044
982894438, 0, 0.0958235, 0.645597
982904438, 0, 0.100353, 0.686438
982914438, 0, 0.104962, 0.728849
982924438, 0, 0.109012, 0.763407
982934438, 0, 0.113581, 0.802677
982944438, 0, 0.118161, 0.838805
982954438, 0, 0.1227, 0.873363
982964438, 0, 0.127219, 0.906349
982974438, 0, 0.1313, 0.934624
982984438, 0, 0.135889, 0.962898
982994438, 0, 0.140408, 0.991172
983004438, 0, 0.144977, 1.01631
983014438, 0, 0.149527, 1.03987
983024438, 0, 0.153826, 1.06029
983034438, 0, 0.158166, 1.07914
983044438, 0, 0.162745, 1.09799
983054438, 0, 0.167235, 1.11369
983064438, 0, 0.171794, 1.12626
983074438, 0, 0.176313, 1.13883
983084438, 0, 0.180463, 1.14668
983094438, 0, 0.184993, 1.15454
983104438, 0, 0.189542, 1.16082
983114438, 0, 0.194061, 1.16396
983124438, 0, 0.19866, 1.16553
983134438, 0, 0.202721, 1.16553
983144438, 0, 0.20725, 1.16396
983154438, 0, 0.211809, 1.15925
983164438, 0, 0.216359, 1.15139
983174438, 0, 0.220778, 1.14354
983184438, 0, 0.224799, 1.13411
983194438, 0, 0.229098, 1.12155
983204438, 0, 0.233298, 1.10741
983214438, 0, 0.23706, 1.0917
983224438, 0, 0.240651, 1.07442
983234438, 0, 0.243943, 1.05558
983244438, 0, 0.246916, 1.03358
983254438, 0, 0.24947, 1.01473
983264438, 0, 0.251954, 0.989602
983274438, 0, 0.254229, 0.964469
983284438, 0, 0.256214, 0.937765
983294438, 0, 0.25801, 0.90792
983304438, 0, 0.259546, 0.879646
983314438, 0, 0.260913, 0.84823
983324438, 0, 0.262041, 0.815243
983334438, 0, 0.262988, 0.782257
983344438, 0, 0.263746, 0.746128
983354438, 0, 0.264355, 0.714712
983364438, 0, 0.264854, 0.677013
983374438, 0, 0.265133, 0.639314
983384438, 0, 0.265263, 0.600044
983394438, 0, 0.265263, 0.559203
983404438, 0, 0.265263, 0.516792
983414438, 0, 0.265263, 0.475951
983424438, 0, 0.265263, 0.431969
983434438, 0, 0.265263, 0.387987
983444438, 0, 0.265263, 0.342434
983454438, 0, 0.265263, 0.296881
983464438, 0, 0.265263, 0.249757
983474438, 0, 0.265263, 0.204204
983484438, 0, 0.265263, 0.155509
983494438, 0, 0.265263, 0.108385
983504438, 0, 0.265263, 0.0596903
983514438, 0, 0.265263, 0.0125664
983524438, 0, 0.265263, -0.0361283
983534438, 0, 0.265263, -0.0832522
983544438, 0, 0.265263, -0.130376
983554438, 0, 0.265263, -0.179071
983564438, 0, 0.265263, -0.226195
983574438, 0, 0.265263, -0.273319
983584438, 0, 0.265263, -0.318872
983594438, 0, 0.265263, -0.362854
983604438, 0, 0.265263, -0.408407
983614438, 0, 0.265263, -0.450819
983624438, 0, 0.265263, -0.494801
983634438, 0, 0.265263, -0.535642
983644438, 0, 0.265263, -0.57177
983654438, 0, 0.265083, -0.61104
983664438, 0, 0.264874, -0.648739
983674438, 0, 0.264604, -0.684867
983684438, 0, 0.264325, -0.719425
983694438, 0, 0.263966, -0.753982
983704438, 0, 0.263587, -0.783827
983714438, 0, 0.263118, -0.815243
983724438, 0, 0.262649, -0.843518
983734438, 0, 0.26211, -0.870221
983744438, 0, 0.261552, -0.895354
983754438, 0, 0.260923, -0.917345
983764438, 0, 0.260315, -0.939336
983774438, 0, 0.259636, -0.958186
983784438, 0, 0.258968, -0.977035
983794438, 0, 0.258259, -0.992743
983804438, 0, 0.257551, -1.00688
983814438, 0, 0.256803, -1.01788
983824438, 0, 0.256075, -1.02887
983834438, 0, 0.255366, -1.03673
983844438, 0, 0.254598, -1.04301
983854438, 0, 0.25381, -1.04772
983864438, 0, 0.252972, -1.05086
983874438, 0, 0.252154, -1.05086
983884438, 0, 0.251286, -1.04929
983894438, 0, 0.250418, -1.04772
983904438, 0, 0.24956, -1.04144
983914438, 0, 0.248682, -1.03515
983924438, 0, 0.247794, -1.0273
983934438, 0, 0.246926, -1.01631
983944438, 0, 0.246058, -1.00374
983954438, 0, 0.24515, -0.989602
983964438, 0, 0.244302, -0.972323
983974438, 0, 0.243415, -0.955044
983984438, 0, 0.242537, -0.934624
983994438, 0, 0.241629, -0.914203
984004438, 0, 0.240721, -0.893783
984014438, 0, 0.239753, -0.86865
984024438, 0, 0.238676, -0.841947
984034438, 0, 0.237608, -0.813672
984044438, 0, 0.236441, -0.783827
984054438, 0, 0.235284, -0.750841
984064438, 0, 0.234097, -0.719425
984074438, 0, 0.23283, -0.683296
984084438, 0, 0.231602, -0.648739
984094438, 0, 0.230296, -0.61104
984104438, 0, 0.229009, -0.57177
984114438, 0, 0.227642, -0.534071
984124438, 0, 0.226295, -0.490088
984134438, 0, 0.224898, -0.452389
984144438, 0, 0.223631, -0.409978
984154438, 0, 0.222135, -0.367566
984164438, 0, 0.220708, -0.322013
984174438, 0, 0.219152, -0.27646
984184438, 0, 0.217715, -0.230907
984194438, 0, 0.216109, -0.183783
984204438, 0, 0.214613, -0.135088
984214438, 0, 0.212996, -0.0911062
984224438, 0, 0.2114, -0.0408407
984234438, 0, 0.209784, 0.00471239
984244438, 0, 0.208148, 0.0534071
984254438, 0, 0.206661, 0.0973894
984264438, 0, 0.205065, 0.142942
984274438, 0, 0.203409, 0.191637
984284438, 0, 0.201753, 0.23719
984294438, 0, 0.200107, 0.282743
984304438, 0, 0.198431, 0.328296
984314438, 0, 0.196795, 0.372279
984324438, 0, 0.195079, 0.416261
984334438, 0, 0.193423, 0.460243
984344438, 0, 0.191747, 0.499513
984354438, 0, 0.19027, 0.537212
984364438, 0, 0.188564, 0.576482
984374438, 0, 0.186838, 0.614181
984384438, 0, 0.185062, 0.65188
984394438, 0, 0.183277, 0.686438
984404438, 0, 0.181421, 0.720996
984414438, 0, 0.179536, 0.753982
984424438, 0, 0.17762, 0.786969
984434438, 0, 0.175655, 0.816814
984444438, 0, 0.173869, 0.841947
984454438, 0, 0.171844, 0.86865
984464438, 0, 0.169809, 0.893783
984474438, 0, 0.167723, 0.917345
984484438, 0, 0.165638, 0.939336
984494438, 0, 0.163493, 0.959757
984504438, 0, 0.161329, 0.978606
984514438, 0, 0.159124, 0.994314
984524438, 0, 0.156889, 1.00845
984534438, 0, 0.154535, 1.02102
984544438, 0, 0.15241, 1.03201
984554438, 0, 0.149926, 1.03987
984564438, 0, 0.147412, 1.04772
984574438, 0, 0.144768, 1.054
984584438, 0, 0.142044, 1.05715
984594438, 0, 0.139191, 1.06029
984604438, 0, 0.136238, 1.05872
