pwm, time_us, position, angle
10, 1323236901, -0.125174, 0.0879646
10, 1323241901, -0.124915, 0.0895354
10, 1323246901, -0.124645, 0.0911062
10, 1323251901, -0.124376, 0.0911062
10, 1323256901, -0.124117, 0.092677
10, 1323261901, -0.123857, 0.0942478
10, 1323266901, -0.123588, 0.0942478
10, 1323271901, -0.123318, 0.0958186
10, 1323276901, -0.123049, 0.0973894
10, 1323281901, -0.12277, 0.0973894
10, 1323286901, -0.12248, 0.0973894
10, 1323291901, -0.122201, 0.0989602
10, 1323296901, -0.121922, 0.0989602
10, 1323301901, -0.121632, 0.0989602
10, 1323306901, -0.121343, 0.100531
10, 1323311901, -0.121044, 0.100531
10, 1323316901, -0.120745, 0.100531
10, 1323321901, -0.120445, 0.100531
10, 1323326901, -0.120136, 0.100531
10, 1323331901, -0.119847, 0.100531
10, 1323336901, -0.119547, 0.100531
10, 1323341901, -0.119248, 0.100531
10, 1323346901, -0.118939, 0.100531
10, 1323351901, -0.11863, 0.100531
10, 1323356901, -0.11832, 0.100531
10, 1323361901, -0.118021, 0.100531
10, 1323366901, -0.117732, 0.0989602
10, 1323371901, -0.117412, 0.0989602
10, 1323376901, -0.117093, 0.0989602
10, 1323381901, -0.116774, 0.0989602
10, 1323386901, -0.116455, 0.0973894
10, 1323391901, -0.116145, 0.0973894
10, 1323396901, -0.115836, 0.0958186
10, 1323401901, -0.115537, 0.0958186
10, 1323406901, -0.115238, 0.0958186
10, 1323411901, -0.114928, 0.0942478
10, 1323416901, -0.114629, 0.0942478
10, 1323421901, -0.11434, 0.092677
10, 1323426901, -0.11405, 0.0911062
10, 1323431901, -0.113771, 0.0911062
10, 1323436901, -0.113492, 0.0895354
10, 1323441901, -0.113212, 0.0879646
10, 1323446901, -0.112933, 0.0879646
10, 1323451901, -0.112654, 0.0863938
10, 1323456901, -0.112364, 0.084823
10, 1323461901, -0.112085, 0.0832522
10, 1323466901, -0.111806, 0.0832522
10, 1323471901, -0.111496, 0.0816814
10, 1323476901, -0.111267, 0.0801106
10, 1323481901, -0.110988, 0.0785398
10, 1323486901, -0.110688, 0.076969
10, 1323491901, -0.110389, 0.0753982
10, 1323496901, -0.11011, 0.0738274
10, 1323501901, -0.10982, 0.0722566
10, 1323506901, -0.109511, 0.0706858
10, 1323511901, -0.109202, 0.069115
10, 1323516901, -0.108893, 0.0675442
10, 1323521901, -0.108583, 0.0659734
10, 1323526901, -0.108284, 0.0628319
10, 1323531901, -0.107985, 0.0612611
10, 1323536901, -0.107665, 0.0596903
10, 1323541901, -0.107346, 0.0581195
10, 1323546901, -0.107027, 0.0565487
10, 1323551901, -0.106698, 0.0534071
10, 1323556901, -0.106379, 0.0518363
10, 1323561901, -0.106049, 0.0502655
10, 1323566901, -0.10572, 0.0471239
10, 1323571901, -0.105401, 0.0455531
10, 1323576901, -0.105082, 0.0424115
10, 1323581901, -0.104752, 0.0408407
10, 1323586901, -0.104413, 0.0392699
10, 1323591901, -0.104084, 0.0361283
10, 1323596901, -0.103775, 0.0345575
10, 1323601901, -0.103435, 0.0314159
10, 1323606901, -0.103116, 0.0298451
10, 1323611901, -0.102787, 0.0267035
10, 1323616901, -0.102468, 0.0251327
10, 1323621901, -0.102149, 0.0219911
10, 1323626901, -0.101849, 0.0204204
10, 1323631901, -0.10155, 0.0172788
10, 1323636901, -0.101231, 0.015708
