pwm, time_us, position
50, 798544168, -0.27511
50, 798549168, -0.27511
50, 798554168, -0.27511
50, 798559168, -0.27511
50, 798564168, -0.27504
50, 798569168, -0.27481
50, 798574168, -0.274541
50, 798579168, -0.274331
50, 798584168, -0.274032
50, 798589168, -0.273783
50, 798594168, -0.273513
50, 798599168, -0.273194
50, 798604168, -0.272845
50, 798609168, -0.272546
50, 798614168, -0.272197
50, 798619168, -0.271897
50, 798624168, -0.271558
50, 798629168, -0.271209
50, 798634168, -0.27081
50, 798639168, -0.270431
50, 798644168, -0.270101
50, 798649168, -0.269712
50, 798654168, -0.269323
50, 798659168, -0.268924
50, 798664168, -0.268515
50, 798669168, -0.268076
50, 798674168, -0.267767
50, 798679168, -0.267358
50, 798684168, -0.266919
50, 798689168, -0.26651
50, 798694168, -0.266081
50, 798699168, -0.265652
50, 798704168, -0.265233
50, 798709168, -0.264794
50, 798714168, -0.264365
50, 798719168, -0.263926
50, 798724168, -0.263497
50, 798729168, -0.263078
50, 798734168, -0.262649
50, 798739168, -0.26219
50, 798744168, -0.261761
50, 798749168, -0.261352
50, 798754168, -0.260933
50, 798759168, -0.260514
50, 798764168, -0.260095
50, 798769168, -0.259676
50, 798774168, -0.259267
50, 798779168, -0.258868
50, 798784168, -0.258459
50, 798789168, -0.25807
50, 798794168, -0.257661
50, 798799168, -0.257262
50, 798804168, -0.256863
50, 798809168, -0.256464
50, 798814168, -0.256065
50, 798819168, -0.255666
50, 798824168, -0.255267
50, 798829168, -0.254877
50, 798834168, -0.254458
50, 798839168, -0.254049
50, 798844168, -0.25364
50, 798849168, -0.253251
50, 798854168, -0.252842
50, 798859168, -0.252433
50, 798864168, -0.252024
50, 798869168, -0.251615
50, 798874168, -0.251186
50, 798879168, -0.250777
50, 798884168, -0.250448
50, 798889168, -0.250029
50, 798894168, -0.24962
50, 798899168, -0.249211
50, 798904168, -0.248782
50, 798909168, -0.248373
50, 798914168, -0.247974
50, 798919168, -0.247565
50, 798924168, -0.247176
50, 798929168, -0.246777
50, 798934168, -0.246368
50, 798939168, -0.245978
50, 798944168, -0.245599
50, 798949168, -0.24521
50, 798954168, -0.244821
50, 798959168, -0.244432
50, 798964168, -0.244043
50, 798969168, -0.243674
50, 798974168, -0.243295
50, 798979168, -0.242906
50, 798984168, -0.242517
50, 798989168, -0.242118
50, 798994168, -0.241729
50, 798999168, -0.241329
50, 799004168, -0.24093
50, 799009168, -0.240521
50, 799014168, -0.240102
50, 799019168, -0.239693
50, 799024168, -0.239284
50, 799029168, -0.238885
50, 799034168, -0.238456
50, 799039168, -0.238027
50, 799044168, -0.237618
50, 799049168, -0.237199
50, 799054168, -0.23677
50, 799059168, -0.236331
50, 799064168, -0.235912
50, 799069168, -0.235493
50, 799074168, -0.235074
50, 799079168, -0.234635
50, 799084168, -0.234206
50, 799089168, -0.233877
50, 799094168, -0.233478
50, 799099168, -0.233079
50, 799104168, -0.23267
50, 799109168, -0.232251
50, 799114168, -0.231832
50, 799119168, -0.231423
50, 799124168, -0.231014
50, 799129168, -0.230605
50, 799134168, -0.230176
50, 799139168, -0.229777
50, 799144168, -0.229368
50, 799149168, -0.228939
50, 799154168, -0.22851
50, 799159168, -0.228101
50, 799164168, -0.227682
50, 799169168, -0.227253
50, 799174168, -0.226804
50, 799179168, -0.226355
50, 799184168, -0.225916
50, 799189168, -0.225477
50, 799194168, -0.225048
50, 799199168, -0.224619
50, 799204168, -0.22417
50, 799209168, -0.223721
50, 799214168, -0.223292
50, 799219168, -0.222863
50, 799224168, -0.222414
50, 799229168, -0.221965
50, 799234168, -0.221526
50, 799239168, -0.221107
50, 799244168, -0.220668
50, 799249168, -0.220239
50, 799254168, -0.21982
50, 799259168, -0.219401
50, 799264168, -0.218972
50, 799269168, -0.218553
50, 799274168, -0.218144
50, 799279168, -0.217745
50, 799284168, -0.217326
50, 799289168, -0.216917
50, 799294168, -0.216598
50, 799299168, -0.216179
50, 799304168, -0.21577
50, 799309168, -0.215371
50, 799314168, -0.214962
50, 799319168, -0.214543
50, 799324168, -0.214114
50, 799329168, -0.213695
50, 799334168, -0.213286
50, 799339168, -0.212867
50, 799344168, -0.212458
50, 799349168, -0.212049
50, 799354168, -0.21163
50, 799359168, -0.211201
50, 799364168, -0.210792
50, 799369168, -0.210373
50, 799374168, -0.209964
50, 799379168, -0.209545
50, 799384168, -0.209126
50, 799389168, -0.208697
50, 799394168, -0.208288
50, 799399168, -0.207879
50, 799404168, -0.20748
50, 799409168, -0.20707
50, 799414168, -0.206661
50, 799419168, -0.206262
50, 799424168, -0.205873
50, 799429168, -0.205494
50, 799434168, -0.205095
50, 799439168, -0.204716
50, 799444168, -0.204327
50, 799449168, -0.203938
50, 799454168, -0.203559
50, 799459168, -0.20318
50, 799464168, -0.202781
50, 799469168, -0.202382
50, 799474168, -0.201982
50, 799479168, -0.201573
50, 799484168, -0.201174
50, 799489168, -0.200765
50, 799494168, -0.200326
50, 799499168, -0.199987
50, 799504168, -0.199588
50, 799509168, -0.199179
50, 799514168, -0.19875
50, 799519168, -0.198321
50, 799524168, -0.197902
50, 799529168, -0.197503
50, 799534168, -0.197084
50, 799539168, -0.196665
50, 799544168, -0.196206
50, 799549168, -0.195787
50, 799554168, -0.195368
50, 799559168, -0.194949
50, 799564168, -0.19452
50, 799569168, -0.194091
50, 799574168, -0.193672
50, 799579168, -0.193273
50, 799584168, -0.192864
50, 799589168, -0.192465
50, 799594168, -0.192066
50, 799599168, -0.191657
50, 799604168, -0.191248
50, 799609168, -0.190839
50, 799614168, -0.19041
50, 799619168, -0.190001
50, 799624168, -0.189602
50, 799629168, -0.189203
50, 799634168, -0.188764
50, 799639168, -0.188335
50, 799644168, -0.187906
50, 799649168, -0.187477
50, 799654168, -0.187038
50, 799659168, -0.186599
50, 799664168, -0.18615
50, 799669168, -0.185701
50, 799674168, -0.185262
50, 799679168, -0.184823
50, 799684168, -0.184384
50, 799689168, -0.183935
50, 799694168, -0.183496
50, 799699168, -0.183067
50, 799704168, -0.182618
50, 799709168, -0.182159
50, 799714168, -0.18174
50, 799719168, -0.181311
50, 799724168, -0.180962
50, 799729168, -0.180523
50, 799734168, -0.180114
50, 799739168, -0.179685
50, 799744168, -0.179276
50, 799749168, -0.178857
50, 799754168, -0.178448
50, 799759168, -0.178039
50, 799764168, -0.17763
50, 799769168, -0.177231
50, 799774168, -0.176822
50, 799779168, -0.176423
50, 799784168, -0.176004
50, 799789168, -0.175595
50, 799794168, -0.175196
50, 799799168, -0.174767
50, 799804168, -0.174348
50, 799809168, -0.173939
50, 799814168, -0.17353
50, 799819168, -0.173111
50, 799824168, -0.172702
50, 799829168, -0.172283
50, 799834168, -0.171874
50, 799839168, -0.171445
50, 799844168, -0.171036
50, 799849168, -0.170607
50, 799854168, -0.170188
50, 799859168, -0.169769
50, 799864168, -0.16935
50, 799869168, -0.168931
50, 799874168, -0.168502
50, 799879168, -0.168083
50, 799884168, -0.167674
50, 799889168, -0.167285
50, 799894168, -0.166885
50, 799899168, -0.166486
50, 799904168, -0.166077
50, 799909168, -0.165698
50, 799914168, -0.165309
50, 799919168, -0.16492
50, 799924168, -0.164531
50, 799929168, -0.164152
50, 799934168, -0.163763
50, 799939168, -0.163384
50, 799944168, -0.162975
50, 799949168, -0.162655
50, 799954168, -0.162256
50, 799959168, -0.161857
50, 799964168, -0.161458
50, 799969168, -0.161039
50, 799974168, -0.16062
50, 799979168, -0.160201
50, 799984168, -0.159782
50, 799989168, -0.159373
50, 799994168, -0.158964
50, 799999168, -0.158545
50, 800004168, -0.158116
50, 800009168, -0.157707
50, 800014168, -0.157278
50, 800019168, -0.156839
50, 800024168, -0.1564
50, 800029168, -0.155981
50, 800034168, -0.155552
50, 800039168, -0.155113
50, 800044168, -0.154674
50, 800049168, -0.154255
50, 800054168, -0.153846
50, 800059168, -0.153457
50, 800064168, -0.153048
50, 800069168, -0.152629
50, 800074168, -0.15222
50, 800079168, -0.151811
50, 800084168, -0.151402
50, 800089168, -0.151003
50, 800094168, -0.150574
50, 800099168, -0.150135
50, 800104168, -0.149736
50, 800109168, -0.149327
50, 800114168, -0.148878
50, 800119168, -0.148459
50, 800124168, -0.14806
50, 800129168, -0.147631
50, 800134168, -0.147182
50, 800139168, -0.146753
50, 800144168, -0.146324
50, 800149168, -0.145885
50, 800154168, -0.145526
50, 800159168, -0.145097
50, 800164168, -0.144668
50, 800169168, -0.144219
50, 800174168, -0.14377
50, 800179168, -0.143341
50, 800184168, -0.142902
50, 800189168, -0.142433
50, 800194168, -0.141994
50, 800199168, -0.141575
50, 800204168, -0.141146
50, 800209168, -0.140707
50, 800214168, -0.140288
50, 800219168, -0.139879
50, 800224168, -0.13946
50, 800229168, -0.139041
50, 800234168, -0.138642
50, 800239168, -0.138233
50, 800244168, -0.137814
50, 800249168, -0.137405
50, 800254168, -0.136996
50, 800259168, -0.136587
50, 800264168, -0.136178
50, 800269168, -0.135769
50, 800274168, -0.13536
50, 800279168, -0.134951
50, 800284168, -0.134532
50, 800289168, -0.134113
50, 800294168, -0.133714
50, 800299168, -0.133315
50, 800304168, -0.132896
50, 800309168, -0.132487
50, 800314168, -0.132068
50, 800319168, -0.131649
50, 800324168, -0.13123
50, 800329168, -0.130811
50, 800334168, -0.130402
50, 800339168, -0.129973
50, 800344168, -0.129554
50, 800349168, -0.129125
50, 800354168, -0.128716
50, 800359168, -0.128386
50, 800364168, -0.127987
50, 800369168, -0.127588
50, 800374168, -0.127179
50, 800379168, -0.12678
50, 800384168, -0.126381
50, 800389168, -0.125992
50, 800394168, -0.125623
50, 800399168, -0.125234
50, 800404168, -0.124835
50, 800409168, -0.124436
50, 800414168, -0.124057
50, 800419168, -0.123678
50, 800424168, -0.123299
50, 800429168, -0.122899
50, 800434168, -0.12249
50, 800439168, -0.122081
50, 800444168, -0.121682
50, 800449168, -0.121283
50, 800454168, -0.120884
50, 800459168, -0.120455
50, 800464168, -0.120026
50, 800469168, -0.119617
50, 800474168, -0.119218
50, 800479168, -0.118789
50, 800484168, -0.11836
50, 800489168, -0.117941
50, 800494168, -0.117532
50, 800499168, -0.117103
50, 800504168, -0.116644
50, 800509168, -0.116215
50, 800514168, -0.115796
50, 800519168, -0.115377
50, 800524168, -0.114958
50, 800529168, -0.114529
50, 800534168, -0.1141
50, 800539168, -0.113711
50, 800544168, -0.113322
50, 800549168, -0.112913
50, 800554168, -0.112504
50, 800559168, -0.112105
50, 800564168, -0.111676
50, 800569168, -0.111267
50, 800574168, -0.110938
50, 800579168, -0.110519
50, 800584168, -0.11011
50, 800589168, -0.109711
50, 800594168, -0.109282
50, 800599168, -0.108853
50, 800604168, -0.108434
50, 800609168, -0.108025
50, 800614168, -0.107596
50, 800619168, -0.107147
50, 800624168, -0.106708
50, 800629168, -0.106279
50, 800634168, -0.10583
50, 800639168, -0.105391
50, 800644168, -0.104942
50, 800649168, -0.104503
50, 800654168, -0.104044
50, 800659168, -0.103615
50, 800664168, -0.103186
50, 800669168, -0.102737
50, 800674168, -0.102278
50, 800679168, -0.101849
50, 800684168, -0.10143
50, 800689168, -0.101001
50, 800694168, -0.100572
50, 800699168, -0.100163
50, 800704168, -0.0997542
50, 800709168, -0.0993352
50, 800714168, -0.0988962
50, 800719168, -0.0984872
50, 800724168, -0.0980881
50, 800729168, -0.0976791
50, 800734168, -0.09727
50, 800739168, -0.096871
50, 800744168, -0.096442
50, 800749168, -0.096023
50, 800754168, -0.0956239
50, 800759168, -0.0952249
50, 800764168, -0.0948059
50, 800769168, -0.0943869
50, 800774168, -0.0939679
50, 800779168, -0.0935688
50, 800784168, -0.0932296
50, 800789168, -0.0928106
50, 800794168, -0.0924115
50, 800799168, -0.0919925
50, 800804168, -0.0915436
50, 800809168, -0.0911246
50, 800814168, -0.0907155
50, 800819168, -0.0902965
50, 800824168, -0.0898775
50, 800829168, -0.0894685
50, 800834168, -0.0890395
50, 800839168, -0.0886205
50, 800844168, -0.0882115
50, 800849168, -0.0878024
50, 800854168, -0.0874133
50, 800859168, -0.0870043
50, 800864168, -0.0865953
50, 800869168, -0.0861962
50, 800874168, -0.0858071
50, 800879168, -0.0854081
50, 800884168, -0.085019
50, 800889168, -0.0846399
50, 800894168, -0.0842508
50, 800899168, -0.0838717
50, 800904168, -0.0834826
50, 800909168, -0.0830636
50, 800914168, -0.0826646
50, 800919168, -0.0822555
50, 800924168, -0.0818565
50, 800929168, -0.0814574
50, 800934168, -0.0810484
50, 800939168, -0.0806194
50, 800944168, -0.0802004
50, 800949168, -0.0797914
50, 800954168, -0.0794621
50, 800959168, -0.0790431
50, 800964168, -0.0786042
50, 800969168, -0.0781652
50, 800974168, -0.0777662
50, 800979168, -0.0773471
50, 800984168, -0.0769182
50, 800989168, -0.0764792
50, 800994168, -0.0760502
50, 800999168, -0.0756212
50, 801004168, -0.0751922
50, 801009168, -0.0747633
50, 801014168, -0.0743442
50, 801019168, -0.0739352
50, 801024168, -0.0735262
50, 801029168, -0.0731072
50, 801034168, -0.0726981
50, 801039168, -0.0722891
50, 801044168, -0.0718701
50, 801049168, -0.0714611
50, 801054168, -0.0710421
50, 801059168, -0.0706131
50, 801064168, -0.070204
50, 801069168, -0.069805
50, 801074168, -0.069386
50, 801079168, -0.068957
50, 801084168, -0.068538
50, 801089168, -0.0681289
50, 801094168, -0.0677
50, 801099168, -0.067241
50, 801104168, -0.0668121
50, 801109168, -0.0663731
50, 801114168, -0.0659242
50, 801119168, -0.0654752
50, 801124168, -0.0650462
50, 801129168, -0.0646172
50, 801134168, -0.0641683
50, 801139168, -0.0637393
50, 801144168, -0.0633004
50, 801149168, -0.0628414
50, 801154168, -0.0624823
50, 801159168, -0.0620633
50, 801164168, -0.0616542
50, 801169168, -0.0612053
50, 801174168, -0.0607564
50, 801179168, -0.0603374
50, 801184168, -0.0599383
50, 801189168, -0.0595093
50, 801194168, -0.0590903
50, 801199168, -0.0586813
50, 801204168, -0.0582722
50, 801209168, -0.0578532
50, 801214168, -0.0574542
50, 801219168, -0.0570551
50, 801224168, -0.0566361
50, 801229168, -0.0562171
50, 801234168, -0.055818
50, 801239168, -0.055419
50, 801244168, -0.055
50, 801249168, -0.054571
50, 801254168, -0.054162
50, 801259168, -0.0537529
50, 801264168, -0.0533339
50, 801269168, -0.0529149
50, 801274191, -0.0524859
50, 801279191, -0.0520769
50, 801284191, -0.0516579
50, 801289191, -0.0512488
50, 801294191, -0.0508398
50, 801299191, -0.0504008
50, 801304191, -0.0499918
50, 801309191, -0.0495828
50, 801314191, -0.0491638
50, 801319191, -0.0487547
50, 801324191, -0.0483357
50, 801329191, -0.0479167
50, 801334191, -0.0475177
50, 801339191, -0.0471186
50, 801344191, -0.0467096
50, 801349191, -0.0463105
50, 801354191, -0.0459314
50, 801359191, -0.0455423
50, 801364191, -0.0452231
50, 801369191, -0.044834
50, 801374191, -0.0444549
50, 801379191, -0.0440658
50, 801384191, -0.0436867
50, 801389191, -0.0432877
50, 801394191, -0.0428886
50, 801399191, -0.0424896
50, 801404191, -0.0420905
50, 801409191, -0.0416715
50, 801414191, -0.0412724
50, 801419191, -0.0408534
50, 801424191, -0.0404244
50, 801429191, -0.0400054
50, 801434191, -0.0396064
50, 801439191, -0.0391774
50, 801444191, -0.0387484
50, 801449191, -0.0383294
50, 801454191, -0.0379204
50, 801459191, -0.0375013
50, 801464191, -0.0370524
50, 801469191, -0.0366234
50, 801474191, -0.0362044
50, 801479191, -0.0357854
50, 801484191, -0.0353564
50, 801489191, -0.0349175
50, 801494191, -0.0344885
50, 801499191, -0.0340794
50, 801504191, -0.0336904
50, 801509191, -0.0332713
50, 801514191, -0.0328623
50, 801519191, -0.0324633
50, 801524191, -0.0320542
50, 801529191, -0.0316452
50, 801534191, -0.0312362
50, 801539191, -0.0308072
50, 801544191, -0.0303981
50, 801549191, -0.0299991
50, 801554191, -0.0295801
50, 801559191, -0.0291511
50, 801564191, -0.0287221
50, 801569191, -0.0283031
50, 801574191, -0.0278741
50, 801579191, -0.0274152
50, 801584191, -0.027056
50, 801589191, -0.0266271
50, 801594191, -0.0261881
50, 801599191, -0.0257292
50, 801604191, -0.0252902
50, 801609191, -0.0248612
50, 801614191, -0.0244023
50, 801619191, -0.0239633
50, 801624191, -0.0235443
50, 801629191, -0.0230954
50, 801634191, -0.0226365
50, 801639191, -0.0221975
50, 801644191, -0.0217685
50, 801649191, -0.0213296
50, 801654191, -0.0209006
50, 801659191, -0.0204916
50, 801664191, -0.0200825
50, 801669191, -0.0196535
50, 801674191, -0.0192345
50, 801679191, -0.0188255
50, 801684191, -0.0184264
50, 801689191, -0.0180174
50, 801694191, -0.0176084
50, 801699191, -0.0172093
50, 801704191, -0.0167903
50, 801709191, -0.0163713
50, 801714191, -0.0159722
50, 801719191, -0.0155832
50, 801724191, -0.0151642
50, 801729191, -0.0147352
50, 801734191, -0.0143062
50, 801739191, -0.0139071
50, 801744191, -0.0134981
50, 801749191, -0.0130791
50, 801754191, -0.0126601
50, 801759191, -0.012251
50, 801764191, -0.0118221
50, 801769191, -0.011413
50, 801774191, -0.011004
50, 801779191, -0.010585
50, 801784191, -0.010166
50, 801789191, -0.00973698
50, 801794191, -0.00939778
50, 801799191, -0.0089688
50, 801804191, -0.00855976
50, 801809191, -0.00815073
50, 801814191, -0.00775167
50, 801819191, -0.00735262
50, 801824191, -0.00694358
50, 801829191, -0.0065545
50, 801834191, -0.00615545
50, 801839191, -0.00577634
50, 801844191, -0.00538726
50, 801849191, -0.00499818
50, 801854191, -0.00461908
50, 801859191, -0.00423
50, 801864191, -0.0038509
50, 801869191, -0.00345184
50, 801874191, -0.00306276
50, 801879191, -0.00265373
50, 801884191, -0.00224469
50, 801889191, -0.00184564
50, 801894191, -0.00142663
50, 801899191, -0.00100762
50, 801904191, -0.000588608
50, 801909191, -0.000179575
50, 801914191, 0.000229458
50, 801919191, 0.000648467
50, 801924191, 0.00106748
50, 801929191, 0.00149646
50, 801934191, 0.00189552
50, 801939191, 0.0023245
50, 801944191, 0.00275349
50, 801949191, 0.00320243
50, 801954191, 0.00363142
50, 801959191, 0.00405042
50, 801964191, 0.00446943
50, 801969191, 0.0049084
50, 801974191, 0.00533738
50, 801979191, 0.00574642
50, 801984191, 0.00614547
50, 801989191, 0.00654453
50, 801994191, 0.00695356
50, 801999191, 0.00736259
50, 802004191, 0.00777163
50, 802009191, 0.00817068
50, 802014191, 0.00848993
50, 802019191, 0.00891892
50, 802024191, 0.00933792
50, 802029191, 0.00973698
50, 802034191, 0.0101261
50, 802039191, 0.010565
50, 802044191, 0.011014
50, 802049191, 0.011423
50, 802054191, 0.0118221
50, 802059191, 0.012251
50, 802064191, 0.0127
50, 802069191, 0.013129
50, 802074191, 0.0135679
50, 802079191, 0.0140069
50, 802084191, 0.0144359
50, 802089191, 0.0148649
50, 802094191, 0.0153038
50, 802099191, 0.0157627
50, 802104191, 0.0161917
50, 802109191, 0.0166207
50, 802114191, 0.0170696
50, 802119191, 0.0175286
50, 802124191, 0.0179276
50, 802129191, 0.0183566
50, 802134191, 0.0188055
50, 802139191, 0.0192345
50, 802144191, 0.0196336
50, 802149191, 0.0200326
50, 802154191, 0.0204616
50, 802159191, 0.0208806
50, 802164191, 0.0212697
50, 802169191, 0.0216688
50, 802174191, 0.0220878
50, 802179191, 0.0224868
50, 802184191, 0.0228859
50, 802189191, 0.0233049
50, 802194191, 0.0237139
50, 802199191, 0.024113
50, 802204191, 0.0245121
50, 802209191, 0.0249311
50, 802214191, 0.0253401
50, 802219191, 0.0257392
50, 802224191, 0.0261382
50, 802229191, 0.0264674
50, 802234191, 0.0268765
50, 802239191, 0.0272755
50, 802244191, 0.0276945
50, 802249191, 0.0281135
50, 802254191, 0.0285325
50, 802259191, 0.0289416
50, 802264191, 0.0293606
50, 802269191, 0.0297796
50, 802274191, 0.0301787
50, 802279191, 0.0306076
50, 802284191, 0.0310167
50, 802289191, 0.0314157
50, 802294191, 0.0318148
50, 802299191, 0.0322138
50, 802304191, 0.0326129
50, 802309191, 0.033002
50, 802314191, 0.0333911
50, 802319191, 0.0337702
50, 802324191, 0.0341493
50, 802329191, 0.0345284
50, 802334191, 0.0349274
50, 802339191, 0.0353065
50, 802344191, 0.0356856
50, 802349191, 0.0360647
50, 802354191, 0.0364638
50, 802359191, 0.0368629
50, 802364191, 0.0372619
50, 802369191, 0.037651
50, 802374191, 0.03805
50, 802379191, 0.0384491
50, 802384191, 0.0388581
50, 802389191, 0.0392971
50, 802394191, 0.0397061
50, 802399191, 0.0400952
50, 802404191, 0.0404943
50, 802409191, 0.0409432
50, 802414191, 0.0413822
50, 802419191, 0.0417812
50, 802424191, 0.0421903
50, 802429191, 0.0426392
50, 802434191, 0.0430782
50, 802439191, 0.0434972
50, 802444191, 0.0439062
50, 802449191, 0.0443452
50, 802454191, 0.0446844
50, 802459191, 0.0450934
50, 802464191, 0.0455124
50, 802469191, 0.0459015
50, 802474191, 0.0463005
50, 802479191, 0.0467096
50, 802484191, 0.0471286
50, 802489191, 0.0475276
50, 802494191, 0.0479267
50, 802499191, 0.0483258
50, 802504191, 0.0487448
50, 802509191, 0.0491737
50, 802514191, 0.0495928
50, 802519191, 0.0499818
50, 802524191, 0.0503909
50, 802529191, 0.0508298
50, 802534191, 0.0512488
50, 802539191, 0.0516579
50, 802544191, 0.0520869
50, 802549191, 0.0525358
50, 802554191, 0.0529648
50, 802559191, 0.0533938
50, 802564191, 0.0538327
50, 802569191, 0.0542917
50, 802574191, 0.0547206
50, 802579191, 0.0551596
50, 802584191, 0.0556085
50, 802589191, 0.0560575
50, 802594191, 0.0564765
50, 802599191, 0.0569254
50, 802604191, 0.0573843
50, 802609191, 0.0578133
50, 802614191, 0.0582124
50, 802619191, 0.0586414
50, 802624191, 0.0590704
50, 802629191, 0.0594794
50, 802634191, 0.0598884
50, 802639191, 0.0603174
50, 802644191, 0.0607364
50, 802649191, 0.0611355
50, 802654191, 0.0615345
50, 802659191, 0.0618637
50, 802664191, 0.0622728
50, 802669191, 0.0626619
50, 802674191, 0.0630609
50, 802679191, 0.0634799
50, 802684191, 0.063879
50, 802689191, 0.064278
50, 802694191, 0.0646871
50, 802699191, 0.0651061
50, 802704191, 0.0655151
50, 802709191, 0.0659142
50, 802714191, 0.0663232
50, 802719191, 0.0667422
50, 802724191, 0.0671512
50, 802729191, 0.0675603
50, 802734191, 0.0679893
50, 802739191, 0.0684083
50, 802744191, 0.0688173
50, 802749191, 0.0692463
50, 802754191, 0.0696853
50, 802759191, 0.0701043
50, 802764191, 0.0705233
50, 802769191, 0.0709423
50, 802774191, 0.0712815
50, 802779191, 0.0716706
50, 802784191, 0.0720896
50, 802789191, 0.0724986
50, 802794191, 0.0729276
50, 802799191, 0.0732568
50, 802804191, 0.0736559
50, 802809191, 0.0739951
50, 802814191, 0.074434
50, 802819191, 0.074863
50, 802824191, 0.0751823
50, 802829191, 0.0756112
50, 802834191, 0.0759405
50, 802839191, 0.0763595
50, 802844191, 0.0767585
50, 802849191, 0.0771676
50, 802854191, 0.0775567
50, 802859191, 0.0779457
50, 802864191, 0.0783448
50, 802869191, 0.0787538
50, 802874191, 0.0791728
50, 802879191, 0.0796018
50, 802884191, 0.0800009
50, 802889191, 0.0804099
50, 802894191, 0.0807491
50, 802899191, 0.0811781
50, 802904191, 0.0815971
50, 802909191, 0.0820061
50, 802914191, 0.0824251
50, 802919191, 0.0828641
50, 802924191, 0.0832831
50, 802929191, 0.0837021
50, 802934191, 0.0841211
50, 802939191, 0.0845401
50, 802944191, 0.0849691
50, 802949191, 0.0853981
50, 802954191, 0.0857872
50, 802959191, 0.0861663
50, 802964191, 0.0865753
50, 802969191, 0.0869844
50, 802974191, 0.0874034
50, 802979191, 0.0878124
50, 802984191, 0.0882015
50, 802989191, 0.0886105
50, 802994191, 0.0890096
50, 802999191, 0.0894186
50, 803004191, 0.0898276
50, 803009191, 0.0902367
50, 803014191, 0.0906557
50, 803019191, 0.0910747
50, 803024191, 0.0914737
50, 803029191, 0.0919127
50, 803034191, 0.0923617
50, 803039191, 0.0928006
50, 803044191, 0.0932296
50, 803049191, 0.0936586
50, 803054191, 0.0941075
50, 803059191, 0.0945365
50, 803064191, 0.0949655
50, 803069191, 0.0954045
50, 803074191, 0.0958434
50, 803079191, 0.0962724
50, 803084191, 0.0967014
50, 803089191, 0.0970605
50, 803094191, 0.0974995
50, 803099191, 0.0979085
50, 803104191, 0.0983275
50, 803109191, 0.0987765
50, 803114191, 0.0991955
50, 803119191, 0.0995846
50, 803124191, 0.0999936
50, 803129191, 0.100443
50, 803134191, 0.100852
50, 803139191, 0.101231
50, 803144191, 0.10164
50, 803149191, 0.102049
50, 803154191, 0.102448
50, 803159191, 0.102847
50, 803164191, 0.103266
50, 803169191, 0.103665
50, 803174191, 0.104044
50, 803179191, 0.104453
50, 803184191, 0.104882
50, 803189191, 0.105291
50, 803194191, 0.10569
50, 803199191, 0.106099
50, 803204191, 0.106508
50, 803209191, 0.106917
50, 803214191, 0.107326
50, 803219191, 0.107755
50, 803224191, 0.108164
50, 803229191, 0.108563
50, 803234191, 0.108972
50, 803239191, 0.109391
50, 803244191, 0.10979
50, 803249191, 0.110209
50, 803254191, 0.110618
50, 803259191, 0.111037
50, 803264191, 0.111437
50, 803269191, 0.111836
50, 803274191, 0.112225
50, 803279191, 0.112634
50, 803284191, 0.113033
50, 803289191, 0.113422
50, 803294191, 0.113791
50, 803299191, 0.11409
50, 803304194, 0.114479
50, 803309194, 0.114868
50, 803314194, 0.115248
50, 803319194, 0.115627
50, 803324194, 0.115996
50, 803329194, 0.116385
50, 803334194, 0.116784
50, 803339194, 0.117183
50, 803344194, 0.117582
50, 803349194, 0.117981
50, 803354194, 0.11839
50, 803359194, 0.118809
50, 803364194, 0.119238
50, 803369194, 0.119647
50, 803374194, 0.120036
50, 803379194, 0.120445
50, 803384194, 0.120884
50, 803389194, 0.121303
50, 803394194, 0.121702
50, 803399194, 0.122121
50, 803404194, 0.12255
50, 803409194, 0.122989
50, 803414194, 0.123408
50, 803419194, 0.123837
50, 803424194, 0.124256
50, 803429194, 0.124675
50, 803434194, 0.125094
50, 803439194, 0.125493
50, 803444194, 0.125902
50, 803449194, 0.126301
50, 803454194, 0.1267
50, 803459194, 0.1271
50, 803464194, 0.127499
50, 803469194, 0.127898
50, 803474194, 0.128317
50, 803479194, 0.128726
50, 803484194, 0.129145
50, 803489194, 0.129534
50, 803494194, 0.129923
50, 803499194, 0.130352
50, 803504194, 0.130801
50, 803509194, 0.13121
50, 803514194, 0.131609
50, 803519194, 0.131958
50, 803524194, 0.132417
50, 803529194, 0.132856
50, 803534194, 0.133275
50, 803539194, 0.133724
50, 803544194, 0.134173
50, 803549194, 0.134592
50, 803554194, 0.135031
50, 803559194, 0.13548
50, 803564194, 0.135909
50, 803569194, 0.136338
50, 803574194, 0.136787
50, 803579194, 0.137236
50, 803584194, 0.137645
50, 803589194, 0.138064
50, 803594194, 0.138513
50, 803599194, 0.138942
50, 803604194, 0.139341
50, 803609194, 0.13973
50, 803614194, 0.140159
50, 803619194, 0.140578
50, 803624194, 0.140967
50, 803629194, 0.141366
50, 803634194, 0.141775
50, 803639194, 0.142174
50, 803644194, 0.142563
50, 803649194, 0.142982
50, 803654194, 0.143391
50, 803659194, 0.14378
50, 803664194, 0.144169
50, 803669194, 0.144598
50, 803674194, 0.145027
50, 803679194, 0.145426
50, 803684194, 0.145815
50, 803689194, 0.146234
50, 803694194, 0.146653
50, 803699194, 0.147042
50, 803704194, 0.147461
50, 803709194, 0.14789
50, 803714194, 0.148299
50, 803719194, 0.148688
50, 803724194, 0.149038
50, 803729194, 0.149457
50, 803734194, 0.149876
50, 803739194, 0.150285
50, 803744194, 0.150704
