pwm, time_us, position, angle
50, 3680889823, -0.0417712, 0.0204204
50, 3680894823, -0.0413622, 0.0204204
50, 3680899823, -0.0409233, 0.0188496
50, 3680904823, -0.0405042, 0.0172788
50, 3680909823, -0.0401052, 0.0172788
50, 3680914823, -0.0397061, 0.015708
50, 3680919823, -0.0392771, 0.0141372
50, 3680924823, -0.0388581, 0.0141372
50, 3680929823, -0.0384591, 0.0125664
50, 3680934823, -0.03805, 0.0109956
50, 3680939823, -0.0376111, 0.0109956
50, 3680944823, -0.0371721, 0.00942478
50, 3680949823, -0.0367631, 0.00785398
50, 3680954823, -0.0363541, 0.00785398
50, 3680959823, -0.035935, 0.00628319
50, 3680964823, -0.0354861, 0.00471239
50, 3680969823, -0.0350571, 0.00314159
50, 3680974823, -0.0346381, 0.00314159
50, 3680979823, -0.0342391, 0.0015708
50, 3680984823, -0.03384, 0
50, 3680989823, -0.033431, 0
50, 3680994823, -0.0330319, -0.0015708
50, 3680999823, -0.0326329, -0.00314159
50, 3681004823, -0.0322238, -0.00314159
50, 3681009823, -0.0318048, -0.00471239
50, 3681014823, -0.0314058, -0.00628319
50, 3681019823, -0.0309867, -0.00628319
50, 3681024823, -0.0305777, -0.00785398
50, 3681029823, -0.0301787, -0.00785398
50, 3681034823, -0.0297497, -0.00942478
50, 3681039823, -0.0293307, -0.0109956
50, 3681044823, -0.0289117, -0.0109956
50, 3681049823, -0.0285725, -0.0125664
50, 3681054823, -0.0281435, -0.0141372
50, 3681059823, -0.0276945, -0.015708
50, 3681064823, -0.0272456, -0.015708
50, 3681069823, -0.0268266, -0.0172788
50, 3681074823, -0.0263776, -0.0188496
50, 3681079823, -0.0259387, -0.0188496
50, 3681084823, -0.0254997, -0.0204204
50, 3681089823, -0.0250807, -0.0219911
50, 3681094823, -0.0246417, -0.0219911
50, 3681099823, -0.0242028, -0.0219911
50, 3681104823, -0.0237738, -0.0235619
50, 3681109823, -0.0233348, -0.0251327
50, 3681114823, -0.0228859, -0.0251327
50, 3681119823, -0.022427, -0.0267035
50, 3681124823, -0.022008, -0.0282743
50, 3681129823, -0.021589, -0.0282743
50, 3681134823, -0.02116, -0.0282743
50, 3681139823, -0.020731, -0.0298451
50, 3681144823, -0.0203319, -0.0314159
50, 3681149823, -0.0199129, -0.0314159
50, 3681154823, -0.0194939, -0.0314159
50, 3681159823, -0.0190949, -0.0329867
50, 3681164823, -0.0187158, -0.0345575
50, 3681169823, -0.0182967, -0.0345575
50, 3681174823, -0.0178877, -0.0345575
50, 3681179823, -0.0174986, -0.0361283
50, 3681184823, -0.0170996, -0.0361283
50, 3681189823, -0.0166706, -0.0361283
50, 3681194823, -0.0162715, -0.0376991
50, 3681199823, -0.0158825, -0.0376991
50, 3681204823, -0.0154734, -0.0376991
50, 3681209823, -0.0150345, -0.0376991
50, 3681214823, -0.0146254, -0.0392699
50, 3681219823, -0.0142264, -0.0392699
50, 3681224823, -0.0138273, -0.0392699
50, 3681229823, -0.0134083, -0.0392699
50, 3681234823, -0.0130092, -0.0408407
50, 3681239823, -0.01267, -0.0408407
