packet,time_us, angle
2, 506220264, 729
2, 506225264, 720
2, 506230264, 710
2, 506235264, 700
2, 506240264, 689
2, 506245264, 678
2, 506250264, 667
2, 506255264, 656
2, 506260264, 644
2, 506265264, 632
2, 506270264, 620
2, 506275264, 607
2, 506280264, 594
2, 506285264, 581
2, 506290264, 568
2, 506295264, 554
2, 506300264, 540
2, 506305264, 526
2, 506310264, 511
2, 506315264, 497
2, 506320264, 482
2, 506325264, 466
2, 506330264, 451
2, 506335264, 436
2, 506340264, 419
2, 506345264, 403
2, 506350264, 387
2, 506355264, 371
2, 506360264, 354
2, 506365264, 337
2, 506370264, 324
2, 506375264, 306
2, 506380264, 289
2, 506385264, 272
2, 506390264, 254
2, 506395264, 237
2, 506400264, 219
2, 506405264, 201
2, 506410264, 183
2, 506415264, 165
2, 506420264, 147
2, 506425264, 128
2, 506430264, 110
2, 506435264, 92
2, 506440264, 73
2, 506445264, 55
2, 506450264, 36
2, 506455264, 18
2, 506460264, -1
2, 506465264, -19
2, 506470264, -38
2, 506475264, -56
2, 506480264, -75
2, 506485264, -93
2, 506490264, -111
2, 506495264, -129
2, 506500264, -148
2, 506505264, -166
2, 506510264, -184
2, 506515264, -202
2, 506520264, -220
2, 506525264, -237
2, 506530264, -255
2, 506535264, -272
2, 506540264, -290
2, 506545264, -307
2, 506550264, -324
2, 506555264, -340
2, 506560264, -357
2, 506565264, -373
2, 506570264, -390
2, 506575264, -406
2, 506580264, -421
2, 506585264, -437
2, 506590264, -452
2, 506595264, -467
2, 506600264, -482
2, 506605264, -496
2, 506610264, -511
2, 506615264, -525
2, 506620264, -539
2, 506625264, -552
2, 506630264, -566
2, 506635264, -579
2, 506640264, -589
2, 506645264, -602
2, 506650264, -614
2, 506655264, -626
2, 506660264, -637
2, 506665264, -649
2, 506670264, -660
2, 506675264, -671
2, 506680264, -681
2, 506685264, -691
2, 506690264, -701
2, 506695264, -710
2, 506700264, -720
2, 506705264, -728
2, 506710264, -737
2, 506715264, -745
2, 506720264, -753
2, 506725264, -761
2, 506730264, -768
2, 506735264, -775
2, 506740264, -782
2, 506745264, -788
2, 506750264, -794
2, 506755264, -800
2, 506760264, -805
2, 506765264, -810
2, 506770264, -814
2, 506775264, -819
2, 506780264, -823
2, 506785264, -826
2, 506790264, -830
2, 506795264, -833
2, 506800264, -835
2, 506805264, -838
2, 506810264, -840
2, 506815264, -841
2, 506820264, -842
2, 506825264, -843
2, 506830264, -844
2, 506835264, -844
2, 506840264, -844
2, 506845264, -844
2, 506850264, -843
2, 506855264, -842
2, 506860264, -841
2, 506865264, -839
2, 506870264, -837
2, 506875264, -834
2, 506880264, -832
2, 506885264, -828
2, 506890264, -825
2, 506895264, -821
2, 506900264, -817
2, 506905264, -813
2, 506910264, -808
2, 506915264, -803
2, 506920264, -798
2, 506925264, -792
2, 506930264, -786
2, 506935264, -781
2, 506940264, -774
2, 506945264, -767
2, 506950264, -760
2, 506955264, -752
2, 506960264, -744
2, 506965264, -736
2, 506970264, -727
2, 506975264, -718
2, 506980264, -709
2, 506985264, -699
2, 506990264, -690
2, 506995264, -680
2, 507000264, -669
2, 507005264, -658
2, 507010264, -647
2, 507015264, -636
2, 507020264, -624
2, 507025264, -612
2, 507030264, -600
2, 507035264, -588
2, 507040264, -575
2, 507045264, -562
2, 507050264, -549
2, 507055264, -535
2, 507060264, -522
2, 507065264, -508
2, 507070264, -493
2, 507075264, -478
2, 507080264, -464
2, 507085264, -449
2, 507090264, -434
2, 507095264, -418
2, 507100264, -403
2, 507105264, -387
2, 507110264, -371
2, 507115264, -355
2, 507120264, -338
2, 507125264, -322
2, 507130264, -305
2, 507135264, -288
2, 507140264, -271
2, 507145264, -254
2, 507150264, -237
2, 507155264, -220
2, 507160264, -202
2, 507165264, -185
2, 507170264, -167
2, 507175264, -149
2, 507180264, -131
2, 507185264, -113
2, 507190264, -95
2, 507195264, -77
2, 507200264, -59
2, 507205264, -44
2, 507210264, -26
2, 507215264, -8
2, 507220264, 10
2, 507225264, 28
2, 507230264, 46
2, 507235264, 64
2, 507240264, 82
2, 507245264, 100
2, 507250264, 118
2, 507255264, 135
2, 507260264, 153
2, 507265264, 170
2, 507270264, 188
2, 507275264, 206
2, 507280264, 223
2, 507285264, 240
2, 507290264, 257
2, 507295264, 274
2, 507300264, 290
2, 507305264, 307
2, 507310264, 324
2, 507315264, 340
2, 507320264, 356
2, 507325264, 371
2, 507330264, 387
2, 507335264, 402
2, 507340264, 418
2, 507345264, 433
2, 507350264, 448
2, 507355264, 462
2, 507360264, 476
2, 507365264, 490
2, 507370264, 504
2, 507375264, 518
2, 507380264, 531
2, 507385264, 544
2, 507390264, 557
2, 507395264, 569
2, 507400264, 581
2, 507405264, 594
2, 507410264, 605
2, 507415264, 616
2, 507420264, 628
2, 507425264, 638
2, 507430264, 649
2, 507435264, 659
2, 507440264, 669
2, 507445264, 678
2, 507450264, 688
2, 507455264, 697
2, 507460264, 705
2, 507465264, 713
2, 507470264, 721
2, 507475264, 728
2, 507480264, 735
2, 507485264, 742
2, 507490264, 749
2, 507495264, 756
2, 507500264, 762
2, 507505264, 768
2, 507510264, 773
2, 507515264, 778
2, 507520264, 783
2, 507525264, 788
2, 507530264, 792
2, 507535264, 796
2, 507540264, 799
2, 507545264, 802
2, 507550264, 805
2, 507555264, 808
2, 507560264, 810
2, 507565264, 812
2, 507570264, 813
2, 507575264, 814
2, 507580264, 815
2, 507585264, 815
2, 507590264, 816
2, 507595264, 815
2, 507600264, 815
2, 507605264, 814
2, 507610264, 813
2, 507615264, 811
2, 507620264, 810
2, 507625264, 807
2, 507630264, 805
2, 507635264, 802
2, 507640264, 799
2, 507645264, 795
2, 507650264, 791
2, 507655264, 787
2, 507660264, 783
2, 507665264, 778
2, 507670264, 773
2, 507675264, 767
2, 507680264, 761
2, 507685264, 755
2, 507690264, 749
2, 507695264, 742
2, 507700264, 735
2, 507705264, 728
2, 507710264, 720
2, 507715264, 712
2, 507720264, 703
2, 507725264, 695
2, 507730264, 686
2, 507735264, 676
2, 507740264, 667
2, 507745264, 657
2, 507750264, 647
2, 507755264, 636
2, 507760264, 626
2, 507765264, 614
2, 507770264, 603
2, 507775264, 594
2, 507780264, 582
2, 507785264, 570
2, 507790264, 558
2, 507795264, 545
2, 507800264, 532
2, 507805264, 519
2, 507810264, 505
2, 507815264, 492
2, 507820264, 478
2, 507825264, 464
2, 507830264, 449
2, 507835264, 435
2, 507840264, 420
2, 507845264, 405
2, 507850264, 390
2, 507855264, 374
2, 507860264, 359
2, 507865264, 343
2, 507870264, 327
2, 507875264, 311
2, 507880264, 294
2, 507885264, 278
2, 507890264, 262
2, 507895264, 245
2, 507900264, 228
2, 507905264, 211
2, 507910264, 194
2, 507915264, 177
2, 507920264, 159
2, 507925264, 142
2, 507930264, 125
2, 507935264, 107
2, 507940264, 90
2, 507945264, 72
2, 507950264, 55
2, 507955264, 37
2, 507960264, 20
2, 507965264, 2
2, 507970264, -16
2, 507975264, -34
2, 507980264, -51
2, 507985264, -69
2, 507990264, -86
2, 507995264, -104
2, 508000264, -121
2, 508005264, -139
2, 508010264, -156
2, 508015264, -173
2, 508020264, -190
2, 508025264, -207
2, 508030264, -224
2, 508035264, -237
2, 508040264, -254
2, 508045264, -270
2, 508050264, -287
2, 508055264, -303
2, 508060264, -319
2, 508065264, -335
2, 508070264, -351
2, 508075264, -366
2, 508080264, -381
2, 508085264, -396
2, 508090264, -411
2, 508095264, -426
2, 508100264, -440
2, 508105264, -454
2, 508110264, -469
2, 508115264, -482
2, 508120264, -496
2, 508125264, -509
2, 508130264, -522
2, 508135264, -535
2, 508140264, -547
2, 508145264, -559
2, 508150264, -571
2, 508155264, -583
2, 508160264, -594
2, 508165264, -605
2, 508170264, -616
2, 508175264, -627
2, 508180264, -637
2, 508185264, -647
2, 508190264, -656
2, 508195264, -666
2, 508200264, -675
2, 508205264, -683
2, 508210264, -692
2, 508215264, -700
2, 508220264, -708
2, 508225264, -715
2, 508230264, -723
2, 508235264, -729
2, 508240264, -736
2, 508245264, -742
2, 508250264, -748
2, 508255264, -754
2, 508260264, -759
2, 508265264, -764
2, 508270264, -768
2, 508275264, -773
2, 508280264, -777
2, 508285264, -780
2, 508290264, -784
2, 508295264, -787
2, 508300264, -789
2, 508305264, -791
2, 508310264, -793
2, 508315264, -795
2, 508320264, -796
2, 508325264, -797
2, 508330264, -798
2, 508335264, -798
2, 508340264, -798
2, 508345264, -798
2, 508350264, -798
2, 508355264, -797
2, 508360264, -795
2, 508365264, -794
2, 508370264, -792
2, 508375264, -790
2, 508380264, -787
2, 508385264, -784
2, 508390264, -781
2, 508395264, -777
2, 508400264, -774
2, 508405264, -769
2, 508410264, -765
2, 508415264, -760
2, 508420264, -755
2, 508425264, -749
2, 508430264, -743
2, 508435264, -737
2, 508440264, -731
2, 508445264, -724
2, 508450264, -717
2, 508455264, -710
2, 508460264, -702
2, 508465264, -694
2, 508470264, -686
2, 508475264, -677
2, 508480264, -668
2, 508485264, -659
2, 508490264, -649
2, 508495264, -639
2, 508500264, -629
2, 508505264, -619
2, 508510264, -608
2, 508515264, -597
2, 508520264, -586
2, 508525264, -574
2, 508530264, -563
2, 508535264, -551
2, 508540264, -538
2, 508545264, -526
2, 508550264, -513
2, 508555264, -500
2, 508560264, -487
2, 508565264, -473
2, 508570264, -459
2, 508575264, -445
2, 508580264, -431
2, 508585264, -417
2, 508590264, -402
2, 508595264, -387
2, 508600264, -372
2, 508605264, -359
2, 508610264, -344
2, 508615264, -329
2, 508620264, -313
2, 508625264, -298
2, 508630264, -282
2, 508635264, -266
2, 508640264, -249
2, 508645264, -233
2, 508650264, -216
2, 508655264, -200
2, 508660264, -183
2, 508665264, -166
2, 508670264, -149
2, 508675264, -132
2, 508680264, -115
2, 508685264, -98
2, 508690264, -81
2, 508695264, -64
2, 508700264, -46
2, 508705264, -29
2, 508710264, -12
2, 508715264, 6
2, 508720264, 23
2, 508725264, 40
2, 508730264, 57
2, 508735264, 74
2, 508740264, 92
2, 508745264, 109
2, 508750264, 125
2, 508755264, 142
2, 508760264, 159
2, 508765264, 176
2, 508770264, 193
2, 508775264, 209
2, 508780264, 225
2, 508785264, 242
2, 508790264, 258
2, 508795264, 274
2, 508800264, 289
2, 508805264, 305
2, 508810264, 321
2, 508815264, 336
2, 508820264, 351
2, 508825264, 366
2, 508830264, 381
2, 508835264, 395
2, 508840264, 410
2, 508845264, 424
2, 508850264, 438
2, 508855264, 451
2, 508860264, 465
2, 508865264, 478
2, 508870264, 488
2, 508875264, 501
2, 508880264, 514
2, 508885264, 526
2, 508890264, 538
2, 508895264, 550
2, 508900264, 561
2, 508905264, 572
2, 508910264, 583
2, 508915264, 594
2, 508920264, 604
2, 508925264, 614
2, 508930264, 624
2, 508935264, 633
2, 508940264, 643
2, 508945264, 652
2, 508950264, 660
2, 508955264, 668
2, 508960264, 676
2, 508965264, 684
2, 508970264, 691
2, 508975264, 698
3, 510037144, -473
3, 510042144, -460
3, 510047144, -447
3, 510052144, -434
3, 510057144, -421
3, 510062144, -407
3, 510067144, -393
3, 510072144, -379
3, 510077144, -364
3, 510082144, -350
3, 510087144, -335
3, 510092144, -321
3, 510097144, -306
3, 510102144, -291
3, 510107144, -276
3, 510112144, -260
3, 510117144, -245
3, 510122144, -229
3, 510127144, -213
3, 510132144, -198
3, 510137144, -181
3, 510142144, -165
3, 510147144, -149
3, 510152144, -133
3, 510157144, -117
3, 510162144, -101
3, 510167144, -84
3, 510172144, -68
3, 510177144, -51
3, 510182144, -35
3, 510187144, -18
3, 510192144, -2
3, 510197144, 14
3, 510202144, 28
3, 510207144, 44
3, 510212144, 61
3, 510217144, 77
3, 510222144, 93
3, 510227144, 109
3, 510232144, 126
3, 510237144, 142
3, 510242144, 158
3, 510247144, 174
3, 510252144, 190
3, 510257144, 205
3, 510262144, 221
3, 510267144, 236
3, 510272144, 252
3, 510277144, 267
3, 510282144, 282
3, 510287144, 297
3, 510292144, 312
3, 510297144, 326
3, 510302144, 341
3, 510307144, 355
3, 510312144, 369
3, 510317144, 383
3, 510322144, 396
3, 510327144, 410
3, 510332144, 423
3, 510337144, 436
3, 510342144, 449
3, 510347144, 461
3, 510352144, 474
3, 510357144, 486
3, 510362144, 497
3, 510367144, 509
3, 510372144, 520
3, 510377144, 531
3, 510382144, 542
3, 510387144, 553
3, 510392144, 563
3, 510397144, 573
3, 510402144, 582
3, 510407144, 592
3, 510412144, 601
3, 510417144, 610
3, 510422144, 618
3, 510427144, 626
3, 510432144, 634
3, 510437144, 642
3, 510442144, 649
3, 510447144, 656
3, 510452144, 663
3, 510457144, 670
3, 510462144, 676
3, 510467144, 682
3, 510472144, 686
3, 510477144, 691
3, 510482144, 696
3, 510487144, 701
3, 510492144, 705
3, 510497144, 709
3, 510502144, 713
3, 510507144, 717
3, 510512144, 720
3, 510517144, 722
3, 510522144, 725
3, 510527144, 727
3, 510532144, 729
3, 510537144, 730
3, 510542144, 731
3, 510547144, 732
3, 510552144, 733
3, 510557144, 733
3, 510562144, 733
3, 510567144, 733
3, 510572144, 732
3, 510577144, 731
3, 510582144, 729
3, 510587144, 728
3, 510592144, 726
3, 510597144, 724
3, 510602144, 721
3, 510607144, 718
3, 510612144, 715
3, 510617144, 711
3, 510622144, 707
3, 510627144, 703
3, 510632144, 698
3, 510637144, 694
3, 510642144, 688
3, 510647144, 683
3, 510652144, 677
3, 510657144, 671
3, 510662144, 665
3, 510667144, 658
3, 510672144, 651
3, 510677144, 644
3, 510682144, 636
3, 510687144, 628
3, 510692144, 620
3, 510697144, 612
3, 510702144, 603
3, 510707144, 594
3, 510712144, 585
3, 510717144, 575
3, 510722144, 566
3, 510727144, 556
3, 510732144, 545
3, 510737144, 535
3, 510742144, 524
3, 510747144, 512
3, 510752144, 501
3, 510757144, 489
3, 510762144, 478
3, 510767144, 466
3, 510772144, 453
3, 510777144, 443
3, 510782144, 430
3, 510787144, 417
3, 510792144, 404
3, 510797144, 391
3, 510802144, 378
3, 510807144, 364
3, 510812144, 350
3, 510817144, 336
3, 510822144, 321
3, 510827144, 307
3, 510832144, 293
3, 510837144, 277
3, 510842144, 263
3, 510847144, 248
3, 510852144, 233
3, 510857144, 217
3, 510862144, 202
3, 510867144, 187
3, 510872144, 171
3, 510877144, 155
3, 510882144, 139
3, 510887144, 124
3, 510892144, 108
3, 510897144, 92
3, 510902144, 76
3, 510907144, 60
3, 510912144, 44
3, 510917144, 28
3, 510922144, 11
3, 510927144, -5
3, 510932144, -21
3, 510937144, -37
3, 510942144, -53
3, 510947144, -69
3, 510952144, -85
3, 510957144, -101
3, 510962144, -117
3, 510967144, -132
3, 510972144, -148
3, 510977144, -164
3, 510982144, -180
3, 510987144, -195
3, 510992144, -210
3, 510997144, -226
3, 511002144, -240
3, 511007144, -256
3, 511012144, -271
3, 511017144, -285
3, 511022144, -300
3, 511027144, -314
3, 511032144, -328
3, 511037144, -339
3, 511042144, -354
3, 511047144, -367
3, 511052144, -381
3, 511057144, -394
3, 511062144, -407
3, 511067144, -420
3, 511072144, -433
3, 511077144, -445
3, 511082144, -457
3, 511087144, -469
3, 511092144, -481
3, 511097144, -492
3, 511102144, -504
3, 511107144, -515
3, 511112144, -526
3, 511117144, -536
3, 511122144, -546
3, 511127144, -556
3, 511132144, -566
3, 511137144, -575
3, 511142144, -585
3, 511147144, -593
3, 511152144, -602
3, 511157144, -610
3, 511162144, -618
3, 511167144, -626
3, 511172144, -633
3, 511177144, -641
3, 511182144, -647
3, 511187144, -654
3, 511192144, -660
3, 511197144, -666
3, 511202144, -672
3, 511207144, -677
3, 511212144, -682
3, 511217144, -687
3, 511222144, -691
3, 511227144, -695
3, 511232144, -699
3, 511237144, -703
3, 511242144, -706
3, 511247144, -709
3, 511252144, -711
3, 511257144, -714
3, 511262144, -715
3, 511267144, -717
3, 511272144, -718
3, 511277144, -719
3, 511282144, -720
3, 511287144, -720
3, 511292144, -720
3, 511297144, -720
3, 511302144, -720
3, 511307144, -719
3, 511312144, -718
3, 511317144, -716
3, 511322144, -714
3, 511327144, -712
3, 511332144, -710
3, 511337144, -707
3, 511342144, -704
3, 511347144, -701
3, 511352144, -697
3, 511357144, -694
3, 511362144, -689
3, 511367144, -685
3, 511372144, -680
3, 511377144, -675
3, 511382144, -669
3, 511387144, -663
3, 511392144, -657
3, 511397144, -651
3, 511402144, -644
3, 511407144, -637
3, 511412144, -630
3, 511417144, -622
3, 511422144, -615
3, 511427144, -607
3, 511432144, -598
3, 511437144, -590
3, 511442144, -581
3, 511447144, -571
3, 511452144, -562
3, 511457144, -552
3, 511462144, -542
3, 511467144, -532
3, 511472144, -521
3, 511477144, -510
3, 511482144, -499
3, 511487144, -488
3, 511492144, -477
3, 511497144, -465
3, 511502144, -453
3, 511507144, -441
3, 511512144, -428
3, 511517144, -416
3, 511522144, -403
3, 511527144, -390
3, 511532144, -377
3, 511537144, -363
3, 511542144, -349
3, 511547144, -336
3, 511552144, -322
3, 511557144, -308
3, 511562144, -294
3, 511567144, -279
3, 511572144, -264
3, 511577144, -250
3, 511582144, -235
3, 511587144, -220
3, 511592144, -205
3, 511597144, -190
3, 511602144, -175
3, 511607144, -162
3, 511612144, -147
3, 511617144, -131
3, 511622144, -116
3, 511627144, -100
3, 511632144, -84
3, 511637144, -69
3, 511642144, -53
3, 511647144, -37
3, 511652144, -21
3, 511657144, -6
3, 511662144, 10
3, 511667144, 26
3, 511672144, 42
3, 511677144, 57
3, 511682144, 73
3, 511687144, 89
3, 511692144, 104
3, 511697144, 120
3, 511702144, 135
3, 511707144, 150
3, 511712144, 166
3, 511717144, 181
3, 511722144, 196
3, 511727144, 211
3, 511732144, 226
3, 511737144, 241
3, 511742144, 255
3, 511747144, 269
3, 511752144, 284
3, 511757144, 298
3, 511762144, 312
3, 511767144, 325
3, 511772144, 339
3, 511777144, 352
3, 511782144, 366
3, 511787144, 379
3, 511792144, 391
3, 511797144, 404
3, 511802144, 416
3, 511807144, 429
3, 511812144, 441
3, 511817144, 452
3, 511822144, 464
3, 511827144, 475
3, 511832144, 486
3, 511837144, 497
3, 511842144, 508
3, 511847144, 518
3, 511852144, 528
3, 511857144, 538
3, 511862144, 547
3, 511867144, 556
3, 511872144, 565
3, 511877144, 572
3, 511882144, 581
3, 511887144, 589
3, 511892144, 597
3, 511897144, 604
3, 511902144, 612
3, 511907144, 619
3, 511912144, 626
3, 511917144, 632
3, 511922144, 638
3, 511927144, 644
3, 511932144, 650
3, 511937144, 655
3, 511942144, 660
3, 511947144, 664
3, 511952144, 669
3, 511957144, 673
3, 511962144, 677
3, 511967144, 680
3, 511972144, 683
3, 511977144, 686
3, 511982144, 689
3, 511987144, 691
3, 511992144, 693
3, 511997144, 694
3, 512002144, 696
3, 512007144, 696
3, 512012144, 697
3, 512017144, 698
3, 512022144, 698
3, 512027144, 697
3, 512032144, 697
3, 512037144, 696
3, 512042144, 695
3, 512047144, 693
3, 512052144, 691
3, 512057144, 689
3, 512062144, 687
3, 512067144, 684
3, 512072144, 681
3, 512077144, 678
3, 512082144, 674
3, 512087144, 670
3, 512092144, 666
3, 512097144, 661
3, 512102144, 656
3, 512107144, 651
3, 512112144, 645
3, 512117144, 640
3, 512122144, 634
3, 512127144, 627
3, 512132144, 621
3, 512137144, 614
3, 512142144, 606
3, 512147144, 599
3, 512152144, 591
3, 512157144, 583
3, 512162144, 575
3, 512167144, 566
3, 512172144, 559
3, 512177144, 550
3, 512182144, 541
3, 512187144, 531
3, 512192144, 521
3, 512197144, 511
3, 512202144, 501
3, 512207144, 490
3, 512212144, 479
3, 512217144, 468
3, 512222144, 457
3, 512227144, 445
3, 512232144, 434
3, 512237144, 422
3, 512242144, 409
3, 512247144, 397
3, 512252144, 384
3, 512257144, 371
3, 512262144, 358
3, 512267144, 345
3, 512272144, 332
3, 512277144, 318
3, 512282144, 305
3, 512287144, 291
3, 512292144, 277
3, 512297144, 263
3, 512302144, 249
3, 512307144, 234
3, 512312144, 219
3, 512317144, 205
3, 512322144, 190
3, 512327144, 175
3, 512332144, 160
3, 512337144, 145
3, 512342144, 130
3, 512347144, 115
3, 512352144, 100
3, 512357144, 85
3, 512362144, 69
3, 512367144, 54
3, 512372144, 38
3, 512377144, 23
3, 512382144, 8
3, 512387144, -8
3, 512392144, -23
3, 512397144, -38
3, 512402144, -54
3, 512407144, -70
3, 512412144, -85
3, 512417144, -100
3, 512422144, -115
3, 512427144, -130
3, 512432144, -145
3, 512437144, -157
3, 512442144, -172
3, 512447144, -187
3, 512452144, -202
3, 512457144, -216
3, 512462144, -231
3, 512467144, -245
3, 512472144, -259
3, 512477144, -273
3, 512482144, -287
3, 512487144, -301
3, 512492144, -315
3, 512497144, -328
3, 512502144, -341
3, 512507144, -354
3, 512512144, -367
3, 512517144, -380
3, 512522144, -392
3, 512527144, -405
3, 512532144, -417
3, 512537144, -428
3, 512542144, -440
3, 512547144, -452
3, 512552144, -463
3, 512557144, -474
3, 512562144, -484
3, 512567144, -495
3, 512572144, -505
3, 512577144, -515
3, 512582144, -525
3, 512587144, -534
3, 512592144, -544
3, 512597144, -552
3, 512602144, -561
3, 512607144, -570
3, 512612144, -578
3, 512617144, -586
3, 512622144, -593
3, 512627144, -600
3, 512632144, -607
3, 512637144, -614
3, 512642144, -621
3, 512647144, -627
3, 512652144, -633
3, 512657144, -638
3, 512662144, -643
3, 512667144, -648
3, 512672144, -653
3, 512677144, -657
3, 512682144, -661
3, 512687144, -665
3, 512692144, -669
3, 512697144, -672
3, 512702144, -675
3, 512707144, -677
3, 512712144, -679
3, 512717144, -681
3, 512722144, -683
3, 512727144, -684
3, 512732144, -685
3, 512737144, -686
3, 512742144, -687
3, 512747144, -687
3, 512752144, -687
3, 512757144, -686
3, 512762144, -686
3, 512767144, -684
3, 512772144, -683
3, 512777144, -682
3, 512782144, -680
3, 512787144, -677
3, 512792144, -675
3, 512797144, -672
3, 512802144, -669
3, 512807144, -665
3, 512812144, -661
3, 512817144, -657
3, 512822144, -653
3, 512827144, -648
3, 512832144, -643
3, 512837144, -638
3, 512842144, -632
3, 512847144, -627
3, 512852144, -620
3, 512857144, -614
3, 512862144, -607
3, 512867144, -600
3, 512872144, -593
3, 512877144, -586
3, 512882144, -578
3, 512887144, -570
3, 512892144, -561
3, 512897144, -553
3, 512902144, -544
3, 512907144, -535
3, 512912144, -525
3, 512917144, -516
3, 512922144, -506
3, 512927144, -496
3, 512932144, -485
3, 512937144, -475
3, 512942144, -464
3, 512947144, -453
3, 512952144, -441
3, 512957144, -430
3, 512962144, -418
3, 512967144, -406
3, 512972144, -394
3, 512977144, -382
3, 512982144, -369
3, 512987144, -356
3, 512992144, -343
3, 512997144, -330
3, 513002144, -317
3, 513007144, -306
3, 513012144, -293
3, 513017144, -279
3, 513022144, -265
3, 513027144, -251
3, 513032144, -237
3, 513037144, -223
3, 513042144, -209
3, 513047144, -194
3, 513052144, -180
3, 513057144, -165
3, 513062144, -150
3, 513067144, -136
3, 513072144, -120
3, 513077144, -106
3, 513082144, -91
3, 513087144, -76
3, 513092144, -61
3, 513097144, -46
3, 513102144, -31
3, 513107144, -15
3, 513112144, 0
3, 513117144, 15
3, 513122144, 30
3, 513127144, 45
3, 513132144, 60
3, 513137144, 75
3, 513142144, 90
3, 513147144, 105
3, 513152144, 120
3, 513157144, 134
3, 513162144, 149
3, 513167144, 164
3, 513172144, 178
3, 513177144, 193
3, 513182144, 207
3, 513187144, 221
3, 513192144, 235
3, 513197144, 249
3, 513202144, 262
3, 513207144, 276
3, 513212144, 290
3, 513217144, 303
3, 513222144, 316
3, 513227144, 329
3, 513232144, 342
3, 513237144, 355
3, 513242144, 367
3, 513247144, 379
3, 513252144, 391
3, 513257144, 403
3, 513262144, 414
3, 513267144, 426
3, 513272144, 435
3, 513277144, 446
3, 513282144, 457
3, 513287144, 467
3, 513292144, 477
3, 513297144, 487
3, 513302144, 497
3, 513307144, 507
3, 513312144, 516
3, 513317144, 525
3, 513322144, 534
3, 513327144, 542
3, 513332144, 550
3, 513337144, 558
3, 513342144, 566
3, 513347144, 574
3, 513352144, 581
3, 513357144, 588
3, 513362144, 594
3, 513367144, 600
3, 513372144, 606
3, 513377144, 612
3, 513382144, 618
3, 513387144, 623
3, 513392144, 628
3, 513397144, 632
3, 513402144, 636
3, 513407144, 640
3, 513412144, 644
3, 513417144, 648
3, 513422144, 651
3, 513427144, 653
3, 513432144, 656
3, 513437144, 658
3, 513442144, 660
3, 513447144, 662
3, 513452144, 663
3, 513457144, 664
3, 513462144, 664
3, 513467144, 665
3, 513472144, 665
3, 513477144, 665
3, 513482144, 664
3, 513487144, 663
3, 513492144, 662
3, 513497144, 661
3, 513502144, 659
3, 513507144, 657
3, 513512144, 655
3, 513517144, 652
3, 513522144, 649
3, 513527144, 646
3, 513532144, 642
3, 513537144, 638
3, 513542144, 634
3, 513547144, 630
3, 513552144, 625
3, 513557144, 620
3, 513562144, 615
3, 513567144, 609
3, 513572144, 604
3, 513577144, 597
3, 513582148, 592
3, 513587148, 586
3, 513592148, 579
3, 513597148, 572
3, 513602148, 564
3, 513607148, 556
3, 513612148, 548
3, 513617148, 540
3, 513622148, 532
3, 513627148, 523
3, 513632148, 514
3, 513637148, 505
3, 513642148, 495
3, 513647148, 485
3, 513652148, 475
3, 513657148, 465
3, 513662148, 454
3, 513667148, 444
3, 513672148, 433
3, 513677148, 421
3, 513682148, 410
3, 513687148, 399
3, 513692148, 387
3, 513697148, 375
3, 513702148, 362
3, 513707148, 350
3, 513712148, 338
3, 513717148, 325
3, 513722148, 312
3, 513727148, 299
3, 513732148, 286
3, 513737148, 273
3, 513742148, 259
3, 513747148, 246
3, 513752148, 232
3, 513757148, 218
3, 513762148, 204
3, 513767148, 190
3, 513772148, 176
3, 513777148, 162
3, 513782148, 147
3, 513787148, 133
3, 513792148, 118
3, 513797148, 104
3, 513802148, 89
3, 513807148, 74
3, 513812148, 60
3, 513817148, 45
3, 513822148, 30
3, 513827148, 16
3, 513832148, 1
3, 513837148, -11
3, 513842148, -26
3, 513847148, -41
3, 513852148, -55
3, 513857148, -70
3, 513862148, -84
3, 513867148, -99
3, 513872148, -114
3, 513877148, -128
3, 513882148, -143
3, 513887148, -157
3, 513892148, -171
3, 513897148, -185
3, 513902148, -199
3, 513907148, -213
3, 513912148, -227
3, 513917148, -241
3, 513922148, -254
3, 513927148, -268
3, 513932148, -281
3, 513937148, -294
3, 513942148, -307
3, 513947148, -320
3, 513952148, -332
3, 513957148, -345
3, 513962148, -357
3, 513967148, -369
3, 513972148, -381
3, 513977148, -393
3, 513982148, -404
3, 513987148, -415
3, 513992148, -427
3, 513997148, -437
3, 514002148, -448
3, 514007148, -458
3, 514012148, -469
3, 514017148, -478
3, 514022148, -488
3, 514027148, -498
3, 514032148, -507
3, 514037148, -515
3, 514042148, -524
3, 514047148, -533
3, 514052148, -541
3, 514057148, -549
3, 514062148, -556
3, 514067148, -564
3, 514072148, -571
3, 514077148, -578
3, 514082148, -584
3, 514087148, -590
3, 514092148, -596
3, 514097148, -602
3, 514102148, -607
3, 514107148, -612
3, 514112148, -617
3, 514117148, -621
3, 514122148, -625
3, 514127148, -629
3, 514132148, -633
3, 514137148, -637
3, 514142148, -640
3, 514147148, -643
3, 514152148, -645
3, 514157148, -648
3, 514162148, -650
3, 514167148, -651
3, 514172148, -653
3, 514177148, -654
3, 514182148, -654
3, 514187148, -655
3, 514192148, -655
3, 514197148, -655
3, 514202148, -655
3, 514207148, -654
3, 514212148, -653
3, 514217148, -652
3, 514222148, -650
3, 514227148, -648
3, 514232148, -646
3, 514237148, -644
3, 514242148, -641
3, 514247148, -638
3, 514252148, -634
3, 514257148, -631
3, 514262148, -627
3, 514267148, -623
